Group Name,Rank,Species (50 CFR Part 17),Status,FWS Total,Other Fed,Federal Total,States Total,Species Total
"",,"Cactus, Lloyd's Mariposa (Echinomastus",,,,,,,
"",1239,,T,"$1,000",$500,,"$1,500",$0,"$1,500"
"",,mariposensis) - Wherever found,,,,,,,
"",,"Cactus, Mesa Verde (Sclerocactus mesae-",,,,,,,
"",593,,T,"$15,300","$30,500",,"$45,800",$0,"$45,800"
"",,verdae) - Wherever found,,,,,,,
"",,"Cactus, Nellie cory (Coryphantha minima) -",,,,,,,
"",1253,,E,"$1,000",$0,,"$1,000",$0,"$1,000"
"",,Wherever found,,,,,,,
"",,"Cactus, Nichol's Turk's head (Echinocactus",,,,,,,
"",1217,horizonthalonius var. nicholii) - Wherever,E,$500,"$2,100",,"$2,600",$0,"$2,600"
"",,found,,,,,,,
"",,"Cactus, Pariette (Sclerocactus brevispinus) -",,,,,,,
"",919,,T,$0,"$13,579",,"$13,579",$0,"$13,579"
"",,Wherever found,,,,,,,
"",,"Cactus, Peebles Navajo (Pediocactus",,,,,,,
"",1216,peeblesianus var. peeblesianus) - Wherever,E,$300,"$2,350",,"$2,650",$0,"$2,650"
"",,found,,,,,,,
"",,"Cactus, Pima pineapple (Coryphantha scheeri",,,,,,,
"",424,,E,"$49,845","$50,200",,"$100,045",$0,"$100,045"
"",,var. robustispina) - Wherever found,,,,,,,
"",,"Cactus, San Rafael (Pediocactus despainii) -",,,,,,,
"",785,,E,$0,"$20,750",,"$20,750",$0,"$20,750"
"",,Wherever found,,,,,,,
"",,"Cactus, Siler pincushion (Pediocactus",,,,,,,
"",716,"(=Echinocactus,=Utahia) sileri) - Wherever",T,"$6,500","$20,700",,"$27,200",$0,"$27,200"
"",,found,,,,,,,
"",,"Cactus, Sneed pincushion (Coryphantha sneedii",,,,,,,
"",1050,,E,"$7,000","$1,500",,"$8,500",$0,"$8,500"
"",,var. sneedii) - Wherever found,,,,,,,
"",,"Cactus, star (Astrophytum asterias) - Wherever",,,,,,,
"",773,,E,"$22,000",$0,,"$22,000",$0,"$22,000"
"",,found,,,,,,,
"",,"Cactus, Tobusch fishhook (Sclerocactus",,,,,,,
"",1100,,T,"$5,000","$2,100",,"$7,100",$0,"$7,100"
"",,brevihamatus ssp. tobuschii) - Wherever found,,,,,,,
"",,"Cactus, Uinta Basin hookless (Sclerocactus",,,,,,,
"",846,,T,"$1,100","$15,992",,"$17,092",$0,"$17,092"
"",,wetlandicus) - Wherever found,,,,,,,
Group Name,Rank,Species (50 CFR Part 17),Status,FWS Total,Other Fed,Federal Total,States Total,Species Total
"",,"Cactus, Winkler (Pediocactus winkleri) -",,,,,,
"",615,,T,$0,"$41,500","$41,500",$0,"$41,500"
"",,Wherever found,,,,,,
"",,"Cactus, Wright fishhook (Sclerocactus",,,,,,
"",410,,E,$0,"$109,750","$109,750",$0,"$109,750"
"",,wrightiae) - Wherever found,,,,,,
"",,"Campion, fringed (Silene polypetala) -",,,,,,
"",1047,,E,$0,"$1,912","$1,912","$6,700","$8,612"
"",,Wherever found,,,,,,
"",1135,Capa rosa (Callicarpa ampla) - Wherever found,E,"$6,000",$0,"$6,000",$0,"$6,000"
"",,"Catchfly, Spalding's (Silene spaldingii) -",,,,,,
"",256,,T,"$270,645","$64,605","$335,250",$0,"$335,250"
"",,Wherever found,,,,,,
"",,"Cat's-eye, Terlingua Creek (Cryptantha",,,,,,
"",1258,,E,$500,$0,$500,$0,$500
"",,crassipes) - Wherever found,,,,,,
"",,"Ceanothus, coyote (Ceanothus ferrisae) -",,,,,,
"",843,,E,"$17,200",$100,"$17,300",$0,"$17,300"
"",,Wherever found,,,,,,
"",,"Ceanothus, Pine Hill (Ceanothus roderickii) -",,,,,,
"",899,,E,"$4,358","$10,050","$14,408",$0,"$14,408"
"",,Wherever found,,,,,,
"",,"Centaury, spring-loving (Centaurium",,,,,,
"",723,,T,"$20,600","$6,000","$26,600",$0,"$26,600"
"",,namophilum) - Wherever found,,,,,,
"",,"Chaff-flower, round-leaved (Achyranthes",,,,,,
"",439,,E,"$96,856",$0,"$96,856",$0,"$96,856"
"",,splendens var. rotundata) - Wherever found,,,,,,
"",,"Chaffseed, American (Schwalbea americana) -",,,,,,
"",174,,E,"$127,749","$531,795","$659,544","$5,600","$665,144"
"",,Wherever found,,,,,,
"",,"Checker-mallow, Keck's (Sidalcea keckii) -",,,,,,
"",858,,E,"$8,500","$7,893","$16,393",$0,"$16,393"
"",,Wherever found,,,,,,
"",,"Checker-mallow, Kenwood Marsh (Sidalcea",,,,,,
"",1233,,E,"$1,700",$200,"$1,900",$0,"$1,900"
"",,oregana ssp. valida) - Wherever found,,,,,,
"",,"Checker-mallow, Nelson's (Sidalcea nelsoniana)",,,,,,
"",246,,T,"$218,450","$152,500","$370,950",$0,"$370,950"
"",,- Wherever found,,,,,,
"",,"Checker-mallow, pedate (Sidalcea pedata) -",,,,,,
"",1262,,E,$0,$300,$300,$0,$300
"",,Wherever found,,,,,,
"",,"Checkermallow, Wenatchee Mountains",,,,,,
"",319,,E,"$193,000","$6,000","$199,000",$0,"$199,000"
"",,(Sidalcea oregana var. calva) - Wherever found,,,,,,
"",,"Chumbo, Higo (Harrisia portoricensis) -",,,,,,
"",970,,T,"$11,500",$0,"$11,500",$0,"$11,500"
"",,Wherever found,,,,,,
"",,Chupacallos (Pleodendron macranthum) -,,,,,,
"",1115,,E,"$6,500",$0,"$6,500",$0,"$6,500"
"",,Wherever found,,,,,,
Group Name,Rank,Species (50 CFR Part 17),Status,FWS Total,Other Fed,,Federal Total,States Total,Species Total
"",,"Clarkia, Pismo (Clarkia speciosa ssp.",,,,,,,
"",1262,,E,$0,$300,,$300,$0,$300
"",,immaculata) - Wherever found,,,,,,,
"",,"Clarkia, Presidio (Clarkia franciscana) -",,,,,,,
"",969,,E,"$9,400","$2,200",,"$11,600",$0,"$11,600"
"",,Wherever found,,,,,,,
"",,"Clarkia, Springville (Clarkia springvillensis) -",,,,,,,
"",794,,T,"$11,500","$8,819",,"$20,319",$0,"$20,319"
"",,Wherever found,,,,,,,
"",,"Cliffrose, Arizona (Purshia (=Cowania)",,,,,,,
"",850,,E,"$4,000","$13,000",,"$17,000",$0,"$17,000"
"",,subintegra) - Wherever found,,,,,,,
"",,"Clover, Monterey (Trifolium trichocalyx) -",,,,,,,
"",1229,,E,"$1,750",$400,,"$2,150",$0,"$2,150"
"",,Wherever found,,,,,,,
"",,"Clover, running buffalo (Trifolium",,,,,,,
"",332,,E,"$95,842","$72,218",,"$168,060","$8,858","$176,918"
"",,stoloniferum) -,,,,,,,
"",,"Clover, showy Indian (Trifolium amoenum) -",,,,,,,
"",788,,E,"$17,300","$3,200",,"$20,500",$0,"$20,500"
"",,Wherever found,,,,,,,
"",,Cobana negra (Stahlia monosperma) -,,,,,,,
"",878,,T,"$15,500",$0,,"$15,500",$0,"$15,500"
"",,Wherever found,,,,,,,
"",,"Coneflower, smooth (Echinacea laevigata) -",,,,,,,
"",318,,E,"$30,500","$158,366",,"$188,866","$11,400","$200,266"
"",,Wherever found,,,,,,,
"",,"Cory cactus, bunched (Coryphantha ramillosa) -",,,,,,,
"",1239,,T,"$1,000",$500,,"$1,500",$0,"$1,500"
"",,Wherever found,,,,,,,
"",,"Crabgrass, Florida pineland (Digitaria",,,,,,,
"",1244,,T,$0,"$1,100",,"$1,100",$200,"$1,300"
"",,pauciflora) - Wherever found,,,,,,,
"",,"Crownbeard, big-leaved (Verbesina dissita) -",,,,,,,
"",1262,,T,$0,$300,,$300,$0,$300
"",,Wherever found,,,,,,,
"",,"Crownscale, San Jacinto Valley (Atriplex",,,,,,,
"",1062,,E,"$8,100",$200,,"$8,300",$0,"$8,300"
"",,coronata var. notatior) - Wherever found,,,,,,,
"",,"Cycladenia, Jones (Cycladenia humilis var.",,,,,,,
"",651,,T,$800,"$35,030",,"$35,830",$0,"$35,830"
"",,jonesii) - Wherever found,,,,,,,
"",,"Daisy, Lakeside (Hymenoxys herbacea) -",,,,,,,
"",1168,,T,"$1,600","$3,076",,"$4,676",$0,"$4,676"
"",,Wherever found,,,,,,,
"",,"Daisy, Parish's (Erigeron parishii) - Wherever",,,,,,,
"",897,,T,$300,"$14,200",,"$14,500",$0,"$14,500"
"",,found,,,,,,,
"",,"Daisy, Willamette (Erigeron decumbens) -",,,,,,,
"",224,,E,"$112,310","$341,517",,"$453,827",$0,"$453,827"
"",,Wherever found,,,,,,,
"",,"Dawn-flower, Texas prairie (Hymenoxys",,,,,,,
"",564,,E,"$47,000","$5,000",,"$52,000",$0,"$52,000"
"",,texana) - Wherever found,,,,,,,
"",,"Desert buckwheat, Umtanum (Eriogonum",,,,,,,
"",387,,T,"$129,037",$0,,"$129,037",$0,"$129,037"
"",,codium) - Wherever found,,,,,,,
Group Name,Rank,Species (50 CFR Part 17),Status,FWS Total,Other Fed,,Federal Total,States Total,Species Total
"",,"Dogweed, ashy (Thymophylla tephroleuca) -",,,,,,,
"",1077,,E,"$8,000",$0,,"$8,000",$0,"$8,000"
"",,Wherever found,,,,,,,
"",,"Dropwort, Canby's (Oxypolis canbyi) -",,,,,,,
"",644,,E,"$4,514","$5,240",,"$9,754","$27,400","$37,154"
"",,Wherever found,,,,,,,
"",,"Dudleya, Conejo (Dudleya abramsii ssp. parva) -",,,,,,,
"",895,,T,"$14,300",$300,,"$14,600",$0,"$14,600"
"",,Wherever found,,,,,,,
"",,"Dudleya, marcescent (Dudleya cymosa ssp.",,,,,,,
"",892,,T,"$14,300",$400,,"$14,700",$0,"$14,700"
"",,marcescens) - Wherever found,,,,,,,
"",,"Dudleya, Santa Clara Valley (Dudleya",,,,,,,
"",1243,,E,$0,"$1,400",,"$1,400",$0,"$1,400"
"",,setchellii) - Wherever found,,,,,,,
"",,"Dudleya, Santa Monica Mountains (Dudleya",,,,,,,
"",845,,T,"$17,200",$0,,"$17,200",$0,"$17,200"
"",,cymosa ssp. ovatifolia) - Wherever found,,,,,,,
"",,"Dudleya, Verity's (Dudleya verityi) - Wherever",,,,,,,
"",641,,T,"$37,400",$0,,"$37,400",$0,"$37,400"
"",,found,,,,,,,
"",,"Dwarf-flax, Marin (Hesperolinon congestum) -",,,,,,,
"",924,,T,"$11,200","$2,200",,"$13,400",$0,"$13,400"
"",,Wherever found,,,,,,,
"",,`Ena`ena (Pseudognaphalium sandwicensium,,,,,,,
"",1128,,E,"$5,701",$500,,"$6,201",$0,"$6,201"
"",,var. molokaiense) - Wherever found,,,,,,,
"",,Erubia (Solanum drymophilum) - Wherever,,,,,,,
"",1095,,E,"$7,000",$300,,"$7,300",$0,"$7,300"
"",,found,,,,,,,
"",,"Evening-primrose, Antioch Dunes (Oenothera",,,,,,,
"",383,,E,"$129,600","$1,700",,"$131,300",$0,"$131,300"
"",,deltoides ssp. howellii) - Wherever found,,,,,,,
"",,"Evening-primrose, San Benito (Camissonia",,,,,,,
"",680,,T,$0,"$31,000",,"$31,000",$0,"$31,000"
"",,benitensis) - Wherever found,,,,,,,
"",,"Fescue, Guadalupe (Festuca ligulata) -",,,,,,,
"",1151,,E,"$5,000",$500,,"$5,500",$0,"$5,500"
"",,Wherever found,,,,,,,
"",,"Fiddleneck, large-flowered (Amsinckia",,,,,,,
"",306,,E,"$16,600","$203,163",,"$219,763",$0,"$219,763"
"",,grandiflora) - Wherever found,,,,,,,
"",,"Flannelbush, Mexican (Fremontodendron",,,,,,,
"",720,,E,$300,"$26,600",,"$26,900",$0,"$26,900"
"",,mexicanum) - Wherever found,,,,,,,
"",,"Flannelbush, Pine Hill (Fremontodendron",,,,,,,
"",875,,E,$0,"$15,550",,"$15,550",$0,"$15,550"
"",,californicum ssp. decumbens) - Wherever found,,,,,,,
"",,"Flax, Carter's small-flowered (Linum carteri",,,,,,,
"",1213,,E,"$1,500",$0,,"$1,500","$1,300","$2,800"
"",,carteri) - Wherever found,,,,,,,
Group Name,Rank,Species (50 CFR Part 17),Status,FWS Total,Other Fed,,Federal Total,States Total,Species Total
"",1235,"Flax, sand (Linum arenicola) - Wherever found",E,$0,$0,,$0,"$1,800","$1,800"
"",,"Fleabane, Zuni (Erigeron rhizomatus) -",,,,,,,
"",791,,T,"$15,500","$4,907",,"$20,407",$0,"$20,407"
"",,Wherever found,,,,,,,
"",,"Four-o'clock, MacFarlane's (Mirabilis",,,,,,,
"",435,,T,"$86,414","$10,757",,"$97,171",$0,"$97,171"
"",,macfarlanei) - Wherever found,,,,,,,
"",,"Fringepod, Santa Cruz Island (Thysanocarpus",,,,,,,
"",1217,,E,"$2,600",$0,,"$2,600",$0,"$2,600"
"",,conchuliferus) - Wherever found,,,,,,,
"",,"Fringe-tree, pygmy (Chionanthus pygmaeus) -",,,,,,,
"",1178,,E,"$1,200",$0,,"$1,200","$3,000","$4,200"
"",,Wherever found,,,,,,,
"",,"Fritillary, Gentner's (Fritillaria gentneri) -",,,,,,,
"",259,,E,"$100,000","$225,500",,"$325,500",$0,"$325,500"
"",,Wherever found,,,,,,,
"",,"Gardenia (=Na`u), Hawaiian (Gardenia",,,,,,,
"",1094,,E,"$7,319",$0,,"$7,319",$0,"$7,319"
"",,brighamii) - Wherever found,,,,,,,
"",,"Geranium, Hawaiian red-flowered (Geranium",,,,,,,
"",595,,E,"$9,386","$36,000",,"$45,386",$0,"$45,386"
"",,arboreum) - Wherever found,,,,,,,
"",,"Gerardia, sandplain (Agalinis acuta) - Wherever",,,,,,,
"",746,,E,"$22,680","$1,240",,"$23,920",$600,"$24,520"
"",,found,,,,,,,
"",,"Gilia, Hoffmann's slender-flowered (Gilia",,,,,,,
"",1009,,E,"$2,600","$7,258",,"$9,858",$0,"$9,858"
"",,tenuiflora ssp. hoffmannii) - Wherever found,,,,,,,
"",,"Gilia, Monterey (Gilia tenuiflora ssp. arenaria) -",,,,,,,
"",793,,E,"$15,300","$5,044",,"$20,344",$0,"$20,344"
"",,Wherever found,,,,,,,
"",,"Glade cress, Kentucky (Leavenworthia exigua",,,,,,,
"",1139,,T,$0,"$5,920",,"$5,920",$0,"$5,920"
"",,laciniata) - Wherever found,,,,,,,
"",,"Gladecress, Texas golden (Leavenworthia",,,,,,,
"",1208,,E,"$3,100",$0,,"$3,100",$0,"$3,100"
"",,texana) - Wherever found,,,,,,,
"",,"Goetzea, beautiful (Goetzea elegans) -",,,,,,,
"",954,,E,"$12,000",$0,,"$12,000",$0,"$12,000"
"",,Wherever found,,,,,,,
"",,"Goldenrod, Blue Ridge (Solidago spithamaea) -",,,,,,,
"",1226,,T,"$2,000",$0,,"$2,000",$300,"$2,300"
"",,Wherever found,,,,,,,
"",,"Goldenrod, Houghton's (Solidago houghtonii) -",,,,,,,
"",568,,T,"$49,975",$513,,"$50,488",$0,"$50,488"
"",,Wherever found,,,,,,,
"",,"Goldenrod, Short's (Solidago shortii) -",,,,,,,
"",904,,E,"$11,000","$1,332",,"$12,332","$1,800","$14,132"
"",,Wherever found,,,,,,,
"",,"Goldfields, Burke's (Lasthenia burkei) -",,,,,,,
"",672,,E,"$10,300","$21,700",,"$32,000",$0,"$32,000"
"",,Wherever found,,,,,,,
Group Name,Rank,Species (50 CFR Part 17),Status,FWS Total,Other Fed,Federal Total,States Total,Species Total
"",,"Goldfields, Contra Costa (Lasthenia conjugens) -",,,,,,
"",371,,E,"$111,100","$26,763","$137,863",$0,"$137,863"
"",,Wherever found,,,,,,
"",,"Gooseberry, Miccosukee (Ribes echinellum) -",,,,,,
"",973,,T,"$1,200","$10,000","$11,200",$200,"$11,400"
"",,Wherever found,,,,,,
"",,"Gourd, Okeechobee (Cucurbita okeechobeensis",,,,,,
"",627,,E,"$39,000",$500,"$39,500",$200,"$39,700"
"",,ssp. okeechobeensis) - Wherever found,,,,,,
"",,"Grass, Colusa (Neostapfia colusana) - Wherever",,,,,,
"",712,,T,"$22,800","$4,990","$27,790",$0,"$27,790"
"",,found,,,,,,
"",477,"Grass, Eureka Dune (Swallenia alexandrae) -",T,"$29,700","$50,000","$79,700",$0,"$79,700"
"",,"Grass, Solano (Tuctoria mucronata) - Wherever",,,,,,
"",1031,,E,"$8,500",$800,"$9,300",$0,"$9,300"
"",,found,,,,,,
"",,"Grass, Tennessee yellow-eyed (Xyris",,,,,,
"",251,,E,"$1,700","$353,780","$355,480","$5,000","$360,480"
"",,tennesseensis) - Wherever found,,,,,,
"",,"Ground-plum, Guthrie's (=Pyne's) (Astragalus",,,,,,
"",1188,,E,"$3,000",$650,"$3,650",$0,"$3,650"
"",,bibullatus) - Wherever found,,,,,,
"",,"Gumplant, Ash Meadows (Grindelia",,,,,,
"",723,,T,"$20,600","$6,000","$26,600",$0,"$26,600"
"",,fraxinipratensis) - Wherever found,,,,,,
"",1074,Haha (Cyanea acuminata) - Wherever found,E,"$8,073",$0,"$8,073",$0,"$8,073"
"",1152,Haha (Cyanea asarifolia) - Wherever found,E,"$5,417",$0,"$5,417",$0,"$5,417"
"",598,Haha (Cyanea asplenifolia) - Wherever found,E,"$8,846","$36,000","$44,846",$0,"$44,846"
"",909,Haha (Cyanea calycina) - Wherever found,E,"$9,087","$4,865","$13,952",$0,"$13,952"
"",,Haha (Cyanea copelandii ssp. copelandii) -,,,,,,
"",1152,,E,"$5,417",$0,"$5,417",$0,"$5,417"
"",,Wherever found,,,,,,
"",,Haha (Cyanea copelandii ssp. haleakalaensis) -,,,,,,
"",573,,E,"$13,537","$36,000","$49,537",$0,"$49,537"
"",,Wherever found,,,,,,
"",1074,Haha (Cyanea crispa) - Wherever found,E,"$8,073",$0,"$8,073",$0,"$8,073"
"",1083,Haha (Cyanea dolichopoda) - Wherever found,E,"$7,736",$0,"$7,736",$0,"$7,736"
"",979,Haha (Cyanea dunbariae) - Wherever found,E,"$11,031",$0,"$11,031",$0,"$11,031"
"",1034,Haha (Cyanea duvalliorum) - Wherever found,E,"$9,099",$0,"$9,099",$0,"$9,099"
"",1083,Haha (Cyanea eleeleensis) - Wherever found,E,"$7,736",$0,"$7,736",$0,"$7,736"
"",985,Haha (Cyanea gibsonii) - Wherever found,E,"$10,778",$0,"$10,778",$0,"$10,778"
"",920,Haha (Cyanea glabra) - Wherever found,E,"$13,537",$0,"$13,537",$0,"$13,537"
Group Name,Rank,Species (50 CFR Part 17),Status,FWS Total,Other Fed,,Federal Total,States Total,Species Total
"",,Haha (Cyanea grimesiana ssp. grimesiana) -,,,,,,,
"",1013,,E,"$9,722",$0,,"$9,722",$0,"$9,722"
"",,Wherever found,,,,,,,
"",,Haha (Cyanea grimesiana ssp. obatae) -,,,,,,,
"",1060,,E,"$8,326",$0,,"$8,326",$0,"$8,326"
"",,Wherever found,,,,,,,
"",,Haha (Cyanea hamatiflora ssp. carlsonii) -,,,,,,,
"",1060,,E,"$8,326",$0,,"$8,326",$0,"$8,326"
"",,Wherever found,,,,,,,
"",,Haha (Cyanea hamatiflora ssp. hamatiflora) -,,,,,,,
"",733,,E,"$13,537","$12,000",,"$25,537",$0,"$25,537"
"",,Wherever found,,,,,,,
"",1078,Haha (Cyanea humboldtiana) - Wherever found,E,"$7,989",$0,,"$7,989",$0,"$7,989"
"",1083,Haha (Cyanea kolekoleensis) - Wherever found,E,"$7,736",$0,,"$7,736",$0,"$7,736"
"",1074,Haha (Cyanea koolauensis) - Wherever found,E,"$8,073",$0,,"$8,073",$0,"$8,073"
"",1152,Haha (Cyanea kuhihewa) - Wherever found,E,"$5,417",$0,,"$5,417",$0,"$5,417"
"",769,Haha (Cyanea kunthiana) - Wherever found,E,"$10,678","$12,000",,"$22,678",$0,"$22,678"
"",1152,Haha (Cyanea lanceolata) - Wherever found,E,"$5,417",$0,,"$5,417",$0,"$5,417"
"",963,Haha (Cyanea lobata) - Wherever found,E,"$11,713",$0,,"$11,713",$0,"$11,713"
"",1074,Haha (Cyanea longiflora) - Wherever found,E,"$8,073",$0,,"$8,073",$0,"$8,073"
"",1007,Haha (Cyanea magnicalyx) - Wherever found,E,"$9,868",$0,,"$9,868",$0,"$9,868"
"",985,Haha (Cyanea mannii) - Wherever found,E,"$10,778",$0,,"$10,778",$0,"$10,778"
"",686,Haha (Cyanea maritae) - Wherever found,E,"$6,780","$23,999",,"$30,779",$0,"$30,779"
"",1056,Haha (Cyanea marksii) - Wherever found,E,"$8,425",$0,,"$8,425",$0,"$8,425"
"",1033,Haha (Cyanea mauiensis) - Wherever found,E,"$9,145",$0,,"$9,145",$0,"$9,145"
"",935,Haha (Cyanea mceldowneyi) - Wherever found,E,"$12,863",$0,,"$12,863",$0,"$12,863"
"",989,Haha (Cyanea munroi) - Wherever found,E,"$10,629",$0,,"$10,629",$0,"$10,629"
"",1040,Haha (Cyanea obtusa) - Wherever found,E,"$8,892",$0,,"$8,892",$0,"$8,892"
"",1083,Haha (Cyanea pinnatifida) - Wherever found,E,"$7,736",$0,,"$7,736",$0,"$7,736"
"",979,Haha (Cyanea procera) - Wherever found,E,"$11,031",$0,,"$11,031",$0,"$11,031"
"",1033,Haha (Cyanea profuga) - Wherever found,E,"$9,145",$0,,"$9,145",$0,"$9,145"
"",,Haha (Cyanea purpurellifolia) - Wherever,,,,,,,
"",1083,,E,"$7,736",$0,,"$7,736",$0,"$7,736"
"",,found,,,,,,,
"",1083,Haha (Cyanea recta) - Wherever found,T,"$7,736",$0,,"$7,736",$0,"$7,736"
Group Name,Rank,Species (50 CFR Part 17) Status,,FWS Total,Other Fed,,Federal Total,States Total,Species Total
"",1147,Haha (Cyanea remyi) - Wherever found E,,"$5,670",$0,,"$5,670",$0,"$5,670"
"",1083,Haha (Cyanea rivularis) - Wherever found E,,"$7,736",$0,,"$7,736",$0,"$7,736"
"",425,Haha (Cyanea shipmanii) - Wherever found E,,"$93,037","$6,973",,"$100,010",$0,"$100,010"
"",421,Haha (Cyanea stictophylla) - Wherever found E,,"$95,356","$6,973",,"$102,329",$0,"$102,329"
"",1060,Haha (Cyanea st.-johnii) - Wherever found E,,"$8,326",$0,,"$8,326",$0,"$8,326"
"",444,Haha (Cyanea superba) - Wherever found E,,"$95,023",$0,,"$95,023",$0,"$95,023"
"",1152,Haha (Cyanea truncata) - Wherever found E,,"$5,417",$0,,"$5,417",$0,"$5,417"
"",1083,Haha (Cyanea undulata) - Wherever found E,,"$7,736",$0,,"$7,736",$0,"$7,736"
"",,Haiwale (Cyrtandra ferripilosa) - Wherever,,,,,,,
"",586,E,,"$6,780","$40,300",,"$47,080",$0,"$47,080"
"",,found,,,,,,,
"",1004,Haiwale (Cyrtandra gracilis) - Wherever found E,,"$5,670","$4,300",,"$9,970",$0,"$9,970"
"",1014,Haiwale (Cyrtandra paliku) - Wherever found E,,"$5,417","$4,300",,"$9,717",$0,"$9,717"
"",953,Haiwale (Cyrtandra waiolani) - Wherever found E,,"$7,736","$4,300",,"$12,036",$0,"$12,036"
"",1152,Ha`iwale (Cyrtandra crenata) - Wherever found E,,"$5,417",$0,,"$5,417",$0,"$5,417"
"",1144,Ha`iwale (Cyrtandra dentata) - Wherever found E,,"$5,754",$0,,"$5,754",$0,"$5,754"
"",818,Ha`iwale (Cyrtandra filipes) - Wherever found E,,"$18,662",$0,,"$18,662",$0,"$18,662"
"",,Ha`iwale (Cyrtandra giffardii) - Wherever,,,,,,,
"",998,E,,"$8,326","$1,973",,"$10,299",$0,"$10,299"
"",,found,,,,,,,
"",,Ha`iwale (Cyrtandra hematos) - Wherever,,,,,,,
"",1056,E,,"$8,425",$0,,"$8,425",$0,"$8,425"
"",,found,,,,,,,
"",,Ha`iwale (Cyrtandra kaulantha) - Wherever,,,,,,,
"",1078,E,,"$7,989",$0,,"$7,989",$0,"$7,989"
"",,found,,,,,,,
"",,Ha`iwale (Cyrtandra limahuliensis) - Wherever,,,,,,,
"",939,T,,"$12,639",$0,,"$12,639",$0,"$12,639"
"",,found,,,,,,,
"",877,Ha`iwale (Cyrtandra munroi) - Wherever found E,,"$15,516",$0,,"$15,516",$0,"$15,516"
"",,Ha`iwale (Cyrtandra oenobarba) - Wherever,,,,,,,
"",1083,E,,"$7,736",$0,,"$7,736",$0,"$7,736"
"",,found,,,,,,,
"",,Ha`iwale (Cyrtandra oxybapha) - Wherever,,,,,,,
"",1112,E,,"$6,573",$0,,"$6,573",$0,"$6,573"
"",,found,,,,,,,
"",,Ha`iwale (Cyrtandra polyantha) - Wherever,,,,,,,
"",1083,E,,"$7,736",$0,,"$7,736",$0,"$7,736"
"",,found,,,,,,,
Group Name,Rank,Species (50 CFR Part 17) Status,,FWS Total,Other Fed,,Federal Total,States Total,Species Total
"",1083,Ha`iwale (Cyrtandra sessilis) - Wherever found E,,"$7,736",$0,,"$7,736",$0,"$7,736"
"",,Ha`iwale (Cyrtandra subumbellata) - Wherever,,,,,,,
"",1144,E,,"$5,754",$0,,"$5,754",$0,"$5,754"
"",,found,,,,,,,
"",,Ha`iwale (Cyrtandra tintinnabula) - Wherever,,,,,,,
"",1079,E,,"$6,007","$1,973",,"$7,980",$0,"$7,980"
"",,found,,,,,,,
"",,Ha`iwale (Cyrtandra viridiflora) - Wherever,,,,,,,
"",1144,E,,"$5,754",$0,,"$5,754",$0,"$5,754"
"",,found,,,,,,,
"",,Hala pepe (Pleomele fernaldii) - Wherever,,,,,,,
"",976,E,,"$11,214",$0,,"$11,214",$0,"$11,214"
"",,found,,,,,,,
"",1060,Hala pepe (Pleomele forbesii) - Wherever found E,,"$5,754","$2,572",,"$8,326",$0,"$8,326"
"",,Hala pepe (Pleomele hawaiiensis) - Wherever,,,,,,,
"",736,E,,"$10,487","$15,000",,"$25,487",$0,"$25,487"
"",,found,,,,,,,
"",,"Halomtano, Berenghenas (Solanum guamense) -",,,,,,,
"",1067,E,,"$8,238",$0,,"$8,238",$0,"$8,238"
"",,Wherever found,,,,,,,
"",,"Halumtano, Cebello (Bulbophyllum guamense) -",,,,,,,
"",496,T,,"$72,018",$0,,"$72,018",$0,"$72,018"
"",,Wherever found,,,,,,,
"",,"Harebells, Avon Park (Crotalaria avonensis) -",,,,,,,
"",900,E,,"$2,000",$0,,"$2,000","$12,400","$14,400"
"",,Wherever found,,,,,,,
"",,Harperella (Ptilimnium nodosum) - Wherever,,,,,,,
"",454,E,,"$29,511","$48,740",,"$78,251","$10,862","$89,113"
"",,found,,,,,,,
"",,Hau kuahiwi (Hibiscadelphus giffardianus) -,,,,,,,
"",938,E,,"$7,736","$5,000",,"$12,736",$0,"$12,736"
"",,Wherever found,,,,,,,
"",,Hau kuahiwi (Hibiscadelphus hualalaiensis) -,,,,,,,
"",1078,E,,"$7,989",$0,,"$7,989",$0,"$7,989"
"",,Wherever found,,,,,,,
"",,Hau kuahiwi (Hibiscadelphus woodii) -,,,,,,,
"",1083,E,,"$7,736",$0,,"$7,736",$0,"$7,736"
"",,Wherever found,,,,,,,
"",,"Heartleaf, dwarf-flowered (Hexastylis naniflora)",,,,,,,
"",682,T,,"$4,000","$23,568",,"$27,568","$3,400","$30,968"
"",,- Wherever found,,,,,,,
"",,"Heather, mountain golden (Hudsonia montana) -",,,,,,,
"",684,T,,"$4,500","$26,400",,"$30,900",$0,"$30,900"
"",,Wherever found,,,,,,,
"",1149,Heau (Exocarpos luteolus) - Wherever found E,,"$5,602",$0,,"$5,602",$0,"$5,602"
"",964,Heau (Exocarpos menziesii) - E,,"$10,695","$1,000",,"$11,695",$0,"$11,695"
