Group Name,Rank,Species (50 CFR Part 17),Status,FWS Total,,Other Fed,,Federal Total,States Total,,Species Total
"",411,,E,"$15,869","$129,415","$145,284",$0,,"$145,284"
"",,Wherever found,,,,,,,
"",1267,Ma`oli`oli (Schiedea apokremnos) - Wherever found,E,"$7,319",$0,"$7,319",$0,,"$7,319"
"",695,Ma`oli`oli (Schiedea hawaiiensis) - Wherever found,E,"$10,254","$32,000","$42,254",$0,,"$42,254"
"",1297,Ma`oli`oli (Schiedea kealiae) - Wherever found,E,"$6,337",$0,"$6,337",$0,,"$6,337"
"",1313,Ma`oli`oli (Schiedea pubescens) - Wherever found,E,"$5,914",$0,"$5,914",$0,,"$5,914"
"",1269,Mapele (Cyrtandra cyaneoides) - Wherever found,E,"$7,288",$0,"$7,288",$0,,"$7,288"
"",1393,"Mariposa lily, Tiburon (Calochortus tiburonensis) - Wherever found",T,"$1,650",$0,"$1,650",$0,,"$1,650"
"",,"Meadowfoam, Butte County (Limnanthes floccosa ssp. californica) -",,,,,,,
"",1356,,E,"$2,500",$800,"$3,300",$0,,"$3,300"
"",,Wherever found,,,,,,,
"",,"Meadowfoam, large-flowered woolly (Limnanthes pumila ssp.",,,,,,,
"",775,,E,"$30,022",$0,"$30,022",$0,,"$30,022"
"",,grandiflora) - Wherever found,,,,,,,
"",636,"Meadowfoam, Sebastopol (Limnanthes vinculans) - Wherever found",E,"$10,670","$41,800","$52,470",$0,,"$52,470"
"",1015,"Meadowrue, Cooley's (Thalictrum cooleyi) - Wherever found",E,"$11,000",$0,"$11,000","$2,200",,"$13,200"
"",337,Mehamehame (Flueggea neowawraea) - Wherever found,E,"$57,165","$145,069","$202,234",$0,,"$202,234"
"",1159,"Mesa-mint, Otay (Pogogyne nudiuscula) - Wherever found",E,"$6,952","$2,684","$9,636",$0,,"$9,636"
"",549,"Mesa-mint, San Diego (Pogogyne abramsii) - Wherever found",E,"$7,359","$66,580","$73,939",$0,,"$73,939"
"",1323,"Milkpea, Small's (Galactia smallii) - Wherever found",E,"$4,500",$0,"$4,500",$700,,"$5,200"
"",637,"Milk-vetch, Applegate's (Astragalus applegatei) - Wherever found",E,"$52,364",$0,"$52,364",$0,,"$52,364"
"",979,"Milk-vetch, Ash meadows (Astragalus phoenix) - Wherever found",T,"$14,848",$0,"$14,848",$0,,"$14,848"
"",513,"Milk-vetch, Braunton's (Astragalus brauntonii) - Wherever found",E,"$84,668","$2,684","$87,352",$0,,"$87,352"
"",1393,"Milk-vetch, Clara Hunt's (Astragalus clarianus) - Wherever found",E,"$1,650",$0,"$1,650",$0,,"$1,650"
"",,"Milk-vetch, Coachella Valley (Astragalus lentiginosus var. coachellae) -",,,,,,,
"",862,,E,"$18,370","$3,500","$21,870",$0,,"$21,870"
"",,Wherever found,,,,,,,
"",1335,"Milk-vetch, Cushenbury (Astragalus albens) - Wherever found",E,$220,"$4,500","$4,720",$0,,"$4,720"
"",1316,"Milkvetch, Deseret (Astragalus desereticus) - Wherever found",T,"$3,500","$2,250","$5,750",$0,,"$5,750"
"",,"Milk-vetch, Fish Slough (Astragalus lentiginosus var. piscinensis) -",,,,,,,
"",682,,T,"$34,320","$11,000","$45,320",$0,,"$45,320"
"",,Wherever found,,,,,,,
"",815,"Milk-vetch, heliotrope (Astragalus montii) - Wherever found",T,"$23,500","$2,250","$25,750",$0,,"$25,750"
"",904,"Milk-vetch, Holmgren (Astragalus holmgreniorum) - Wherever found",E,"$5,567","$12,000","$17,567","$1,500",,"$19,067"
"",754,"Milk-vetch, Jesup's (Astragalus robbinsii var. jesupi) - Wherever found",E,"$20,053",$0,"$20,053","$13,000",,"$33,053"
"",367,"Milk-vetch, Lane Mountain (Astragalus jaegerianus) - Wherever found",E,$0,"$171,853","$171,853",$0,,"$171,853"
"",960,"Milk-vetch, Mancos (Astragalus humillimus) - Wherever found",E,"$7,200","$8,600","$15,800",$0,,"$15,800"
"",900,"Milkvetch, Osterhout (Astragalus osterhoutii) - Wherever found",E,$0,"$19,312","$19,312",$0,,"$19,312"
"",,"Milk-vetch, Peirson's (Astragalus magdalenae var. peirsonii) - Wherever",,,,,,,
"",295,,T,"$17,270","$260,000","$277,270",$0,,"$277,270"
"",,found,,,,,,,
"",,"Milk-vetch, Sentry (Astragalus cremnophylax var. cremnophylax) -",,,,,,,
"",521,,E,"$2,000","$80,100","$82,100","$1,000",,"$83,100"
"",,Wherever found,,,,,,,
"",911,"Milk-vetch, Shivwits (Astragalus ampullarioides) - Wherever found",E,"$6,500","$12,000","$18,500",$0,,"$18,500"
"",1262,"Milk-vetch, triple-ribbed (Astragalus tricarinatus) - Wherever found",E,"$4,400","$3,000","$7,400",$0,,"$7,400"
"",,"Milk-vetch, Ventura Marsh (Astragalus pycnostachyus var.",,,,,,,
"",841,,E,"$18,517","$4,636","$23,153",$0,,"$23,153"
"",,lanosissimus) - Wherever found,,,,,,,
"",328,"Milkweed, Mead's (Asclepias meadii) - Wherever found",T,"$16,963","$181,903","$198,866","$10,800",,"$209,666"
"",774,"Milkweed, Welsh's (Asclepias welshii) - Wherever found",T,$0,"$29,100","$29,100","$1,000",,"$30,100"
Group Name,Rank,Species (50 CFR Part 17) Status,,FWS Total,Other Fed,,Federal Total,States Total,Species Total
"",1284,"Mint, Garrett's (Dicerandra christmanii) - Wherever found E",,"$6,000",$0,,"$6,000",$700,"$6,700"
"",995,"Mint, Lakela's (Dicerandra immaculata) - Wherever found E",,"$2,000",$0,,"$2,000","$12,000","$14,000"
"",1311,"Mint, longspurred (Dicerandra cornutissima) - Wherever found E",,$0,$0,,$0,"$6,000","$6,000"
"",848,"Mint, scrub (Dicerandra frutescens) - Wherever found E",,$0,"$21,700",,"$21,700","$1,000","$22,700"
"",360,"Monardella, willowy (Monardella viminea) - Wherever found E",,"$4,252","$172,780",,"$177,032",$0,"$177,032"
"",964,"Monkey-flower, Michigan (Mimulus michiganensis) - Wherever found E",,"$14,000","$1,540",,"$15,540",$0,"$15,540"
"",,"Monkeyflower, Vandenberg (Diplacus vandenbergensis) - Wherever",,,,,,,
"",535,E,,$0,"$77,500",,"$77,500",$0,"$77,500"
"",,found,,,,,,,
"",1263,"Monkshood, northern wild (Aconitum noveboracense) - Wherever found T",,"$5,100","$1,769",,"$6,869",$500,"$7,369"
"",1033,"Morning-glory, Stebbins' (Calystegia stebbinsii) - Wherever found E",,"$4,150","$8,500",,"$12,650",$0,"$12,650"
"",606,"Mountainbalm, Indian Knob (Eriodictyon altissimum) - Wherever found E",,"$55,579","$2,318",,"$57,897",$0,"$57,897"
"",1337,"Mustard, Carter's (Warea carteri) - Wherever found E",,$0,$200,,$200,"$4,500","$4,700"
"",766,"Mustard, Penland alpine fen (Eutrema penlandii) - Wherever found T",,"$15,409","$16,056",,"$31,465",$0,"$31,465"
"",1364,"Mustard, slender-petaled (Thelypodium stenopetalum) - Wherever found E",,"$2,500",$200,,"$2,700",$0,"$2,700"
"",1173,Naenae (Dubautia kalalauensis) - Wherever found E,,"$9,395",$0,,"$9,395",$0,"$9,395"
"",1176,Naenae (Dubautia kenwoodii) - Wherever found E,,"$9,344",$0,,"$9,344",$0,"$9,344"
"",444,Na`ena`e (Dubautia herbstobatae) - Wherever found E,,"$6,890","$128,415",,"$135,305",$0,"$135,305"
"",1269,Na`ena`e (Dubautia imbricata ssp. imbricata) - Wherever found E,,"$7,288",$0,,"$7,288",$0,"$7,288"
"",1060,Na`ena`e (Dubautia pauciflorula) - Wherever found E,,"$11,927",$0,,"$11,927",$0,"$11,927"
"",1114,Na`ena`e (Dubautia plantaginea ssp. humilis) - Wherever found E,,"$10,502",$0,,"$10,502",$0,"$10,502"
"",1269,Na`ena`e (Dubautia plantaginea ssp. magnifolia) - Wherever found E,,"$7,288",$0,,"$7,288",$0,"$7,288"
"",1178,Na`ena`e (Dubautia waialealae) - Wherever found E,,"$9,316",$0,,"$9,316",$0,"$9,316"
"",1022,Nani wai`ale`ale (Viola kauaiensis var. wahiawaensis) - Wherever found E,,"$12,961",$0,,"$12,961",$0,"$12,961"
"",351,Nanu (Gardenia mannii) - Wherever found E,,"$58,087","$128,415",,"$186,502",$0,"$186,502"
"",786,Nanu (Gardenia remyi) - Wherever found E,,"$7,985","$20,700",,"$28,685",$0,"$28,685"
"",988,"Naupaka, dwarf (Scaevola coriacea) - Wherever found E",,"$9,454","$5,000",,"$14,454",$0,"$14,454"
"",,"Navarretia, many-flowered (Navarretia leucocephala ssp. plieantha) -",,,,,,,
"",1331,E,,"$2,500","$2,400",,"$4,900",$0,"$4,900"
"",,Wherever found,,,,,,,
"",656,"Navarretia, spreading (Navarretia fossalis) - Wherever found T",,"$7,722","$41,188",,"$48,910",$0,"$48,910"
"",1269,Nehe (Lipochaeta fauriei) - Wherever found E,,"$7,288",$0,,"$7,288",$0,"$7,288"
"",873,Nehe (Lipochaeta lobata var. leptophylla) - Wherever found E,,"$6,208","$14,604",,"$20,812",$0,"$20,812"
"",1078,Nehe (Lipochaeta micrantha) - Wherever found E,,"$11,133",$0,,"$11,133",$0,"$11,133"
"",1100,Nehe (Lipochaeta waimeaensis) - Wherever found E,,"$10,762",$0,,"$10,762",$0,"$10,762"
"",1237,Nehe (Melanthera kamolensis) - Wherever found E,,"$7,941",$0,,"$7,941",$0,"$7,941"
"",447,Nehe (Melanthera tenuifolia) - Wherever found E,,"$6,353","$128,415",,"$134,768",$0,"$134,768"
"",354,Nioi (Eugenia koolauensis) - Wherever found E,,"$54,099","$128,415",,"$182,514",$0,"$182,514"
"",711,"Niterwort, Amargosa (Nitrophila mohavensis) - Wherever found E",,"$11,848","$28,000",,"$39,848",$0,"$39,848"
"",1191,No Common Name (Abutilon eremitopetalum) - Wherever found E,,"$9,034",$0,,"$9,034",$0,"$9,034"
"",317,No Common Name (Abutilon sandwicense) - Wherever found E,,"$6,208","$229,522",,"$235,730",$0,"$235,730"
"",1298,No Common Name (Achyranthes mutica) - Wherever found E,,"$6,323",$0,,"$6,323",$0,"$6,323"
"",1349,No Common Name (Agave eggersiana) - Wherever found E,,"$4,000",$0,,"$4,000",$0,"$4,000"
"",1167,No Common Name (Amaranthus brownii) - Wherever found E,,"$9,462",$0,,"$9,462",$0,"$9,462"
"",1020,No Common Name (Aristida chaseae) - Wherever found E,,"$13,000",$0,,"$13,000",$0,"$13,000"
Group Name,Rank,Species (50 CFR Part 17) Status,,FWS Total,Other Fed,,Federal Total,States Total,,Species Total
"",1257,No Common Name (Auerodendron pauciflorum) - Wherever found E,,"$7,500",$0,,"$7,500",$0,,"$7,500"
"",,No Common Name (Bidens hillebrandiana ssp. hillebrandiana) -,,,,,,,,
"",1243,E,,"$7,870",$0,,"$7,870",$0,,"$7,870"
"",,Wherever found,,,,,,,,
"",781,No Common Name (Bonamia menziesii) - Wherever found E,,"$14,769","$14,604",,"$29,373",$0,,"$29,373"
"",1354,No Common Name (Calyptranthes thomasiana) - Wherever found E,,"$3,500",$0,,"$3,500",$0,,"$3,500"
"",1328,No Common Name (Catesbaea melanocarpa) - Wherever found E,,"$5,000",$0,,"$5,000",$0,,"$5,000"
"",,No Common Name (Chamaecrista glandulosa var. mirabilis) - Wherever,,,,,,,,
"",1385,E,,"$2,000",$0,,"$2,000",$0,,"$2,000"
"",,found,,,,,,,,
"",1232,No Common Name (Cordia bellonis) - Wherever found E,,"$8,000",$0,,"$8,000",$0,,"$8,000"
"",1382,No Common Name (Cranichis ricartii) - Wherever found E,,"$2,000",$100,,"$2,100",$0,,"$2,100"
"",1258,No Common Name (Cyanea kauaulaensis) - Wherever found E,,"$7,432",$0,,"$7,432",$0,,"$7,432"
"",1308,No Common Name (Cyperus fauriei) - Wherever found E,,"$6,067",$0,,"$6,067",$0,,"$6,067"
"",1313,No Common Name (Cyperus neokunthianus) - Wherever found E,,"$5,914",$0,,"$5,914",$0,,"$5,914"
"",1128,No Common Name (Cyperus pennatiformis) - Wherever found E,,"$10,207",$0,,"$10,207",$0,,"$10,207"
"",833,No Common Name (Cyrtandra nanawaleensis) - Wherever found E,,"$6,067","$17,766",,"$23,833",$0,,"$23,833"
"",1062,No Common Name (Cyrtandra wagneri) - Wherever found E,,"$11,843",$0,,"$11,843",$0,,"$11,843"
"",1343,No Common Name (Daphnopsis hellerana) - Wherever found E,,"$4,500",$0,,"$4,500",$0,,"$4,500"
"",1094,No Common Name (Delissea rhytidosperma) - Wherever found E,,"$10,862",$0,,"$10,862",$0,,"$10,862"
"",1098,No Common Name (Delissea undulata) - Wherever found E,,"$10,789",$0,,"$10,789",$0,,"$10,789"
"",474,No Common Name (Dendrobium guamense) - Wherever found T,,"$62,275","$58,105",,"$120,380",$0,,"$120,380"
"",931,No Common Name (Eugenia bryanii) - Wherever found E,,"$17,582",$0,,"$17,582",$0,,"$17,582"
"",1115,No Common Name (Eugenia woodburyana) - Wherever found E,,"$10,500",$0,,"$10,500",$0,,"$10,500"
"",720,No Common Name (Festuca hawaiiensis) - Wherever found E,,"$5,914","$32,000",,"$37,914",$0,,"$37,914"
"",1304,No Common Name (Festuca molokaiensis) - Wherever found E,,"$6,198",$0,,"$6,198",$0,,"$6,198"
"",946,No Common Name (Geocarpon minimum) - Wherever found T,,"$10,000","$6,273",,"$16,273",$400,,"$16,673"
"",1385,No Common Name (Gesneria pauciflora) - Wherever found T,,"$2,000",$0,,"$2,000",$0,,"$2,000"
"",1396,No Common Name (Gonocalyx concolor) - Wherever found E,,"$1,500",$0,,"$1,500",$0,,"$1,500"
"",1274,No Common Name (Gouania hillebrandii) - Wherever found E,,"$7,060",$0,,"$7,060",$0,,"$7,060"
"",1172,No Common Name (Gouania meyenii) - Wherever found E,,"$9,432",$0,,"$9,432",$0,,"$9,432"
"",416,No Common Name (Gouania vitifolia) - Wherever found E,,"$14,122","$128,415",,"$142,537",$0,,"$142,537"
"",347,No Common Name (Hesperomannia arborescens) - Wherever found E,,"$61,239","$128,415",,"$189,654",$0,,"$189,654"
"",427,No Common Name (Hesperomannia arbuscula) - Wherever found E,,"$10,162","$128,415",,"$138,577",$0,,"$138,577"
"",1260,No Common Name (Hesperomannia lydgatei) - Wherever found E,,"$7,420",$0,,"$7,420",$0,,"$7,420"
"",1367,No Common Name (Ilex sintenisii) - Wherever found E,,"$2,500",$0,,"$2,500",$0,,"$2,500"
"",413,No Common Name (Kadua degeneri) - Wherever found E,,"$14,667","$128,415",,"$143,082",$0,,"$143,082"
"",1313,No Common Name (Kadua haupuensis) - Wherever found E,,"$5,914",$0,,"$5,914",$0,,"$5,914"
"",406,No Common Name (Kadua parvula) - Wherever found E,,"$7,022","$141,690",,"$148,712",$0,,"$148,712"
"",1176,No Common Name (Kadua st.- johnii) - Wherever found E,,"$9,344",$0,,"$9,344",$0,,"$9,344"
"",1170,No Common Name (Keysseria (=Lagenifera) erici) - Wherever found E,,"$9,448",$0,,"$9,448",$0,,"$9,448"
"",1170,No Common Name (Keysseria (=Lagenifera) helenae) - Wherever found E,,"$9,448",$0,,"$9,448",$0,,"$9,448"
"",1258,No Common Name (Labordia lorenciana) - Wherever found E,,"$7,432",$0,,"$7,432",$0,,"$7,432"
"",1226,No Common Name (Lepanthes eltoroensis) - Wherever found E,,"$8,000",$100,,"$8,100",$0,,"$8,100"
"",1313,No Common Name (Lepidium orbiculare) - Wherever found E,,"$5,914",$0,,"$5,914",$0,,"$5,914"
"",1359,No Common Name (Leptocereus grantianus) - Wherever found E,,"$3,000",$0,,"$3,000",$0,,"$3,000"
"",708,No Common Name (Lipochaeta venosa) - Wherever found E,,"$8,407","$32,000",,"$40,407",$0,,"$40,407"
"",1145,No Common Name (Lobelia koolauensis) - Wherever found E,,"$9,961",$0,,"$9,961",$0,,"$9,961"
Group Name,Rank,Species (50 CFR Part 17),Status,FWS Total,Other Fed,,Federal Total,States Total,,Species Total
"",1151,No Common Name (Lobelia monostachya) - Wherever found,E,"$9,832",$0,,"$9,832",,$0,"$9,832"
"",871,No Common Name (Lobelia niihauensis) - Wherever found,E,"$7,582","$13,275",,"$20,857",,$0,"$20,857"
"",994,No Common Name (Lobelia oahuensis) - Wherever found,E,"$14,041",$0,,"$14,041",,$0,"$14,041"
"",1020,No Common Name (Lyonia truncata var. proctorii) - Wherever found,E,"$13,000",$0,,"$13,000",,$0,"$13,000"
"",1227,No Common Name (Lysimachia filifolia) - Wherever found,E,"$8,089",$0,,"$8,089",,$0,"$8,089"
"",1173,No Common Name (Lysimachia iniki) - Wherever found,E,"$9,395",$0,,"$9,395",,$0,"$9,395"
"",1196,No Common Name (Lysimachia lydgatei) - Wherever found,E,"$8,984",$0,,"$8,984",,$0,"$8,984"
"",1110,No Common Name (Lysimachia maxima) - Wherever found,E,"$10,553",$0,,"$10,553",,$0,"$10,553"
"",1097,No Common Name (Lysimachia pendens) - Wherever found,E,"$10,813",$0,,"$10,813",,$0,"$10,813"
"",1182,No Common Name (Lysimachia scopulensis) - Wherever found,E,"$9,244",$0,,"$9,244",,$0,"$9,244"
"",1076,No Common Name (Lysimachia venosa) - Wherever found,E,"$11,372",$0,,"$11,372",,$0,"$11,372"
"",1414,No Common Name (Maesa walkeri) - Wherever found,T,$614,$0,,$614,,$0,$614
"",1354,No Common Name (Mitracarpus maxwelliae) - Wherever found,E,"$3,500",$0,,"$3,500",,$0,"$3,500"
"",1359,No Common Name (Mitracarpus polycladus) - Wherever found,E,"$3,000",$0,,"$3,000",,$0,"$3,000"
"",1343,No Common Name (Myrcia paganii) - Wherever found,E,"$4,500",$0,,"$4,500",,$0,"$4,500"
"",393,No Common Name (Neraudia angulata) - Wherever found,E,"$11,118","$141,690",,"$152,808",,$0,"$152,808"
"",634,No Common Name (Neraudia ovata) - Wherever found,E,"$18,000","$34,500",,"$52,500",,$0,"$52,500"
"",1105,No Common Name (Neraudia sericea) - Wherever found,E,"$10,633",$0,,"$10,633",,$0,"$10,633"
"",796,No Common Name (Nervilia jacksoniae) - Wherever found,T,"$27,454",$100,,"$27,554",,$0,"$27,554"
"",842,No Common Name (Nesogenes rotensis) - Wherever found,E,"$23,142",$0,,"$23,142",,$0,"$23,142"
"",747,No Common Name (Osmoxylon mariannense) - Wherever found,E,"$33,720",$0,,"$33,720",,$0,"$33,720"
"",1027,No Common Name (Phyllanthus saffordii) - Wherever found,E,"$12,826",$0,,"$12,826",,$0,"$12,826"
"",559,No Common Name (Phyllostegia bracteata) - Wherever found,E,"$8,475","$62,000",,"$70,475",,$0,"$70,475"
"",566,No Common Name (Phyllostegia brevidens) - Wherever found,E,"$7,432","$62,000",,"$69,432",,$0,"$69,432"
"",1117,No Common Name (Phyllostegia floribunda) - Wherever found,E,"$10,432",$0,,"$10,432",,$0,"$10,432"
"",,No Common Name (Phyllostegia glabra var. lanaiensis) - Wherever,,,,,,,,
"",1193,,E,"$9,016",$0,,"$9,016",,$0,"$9,016"
"",,found,,,,,,,,
"",561,No Common Name (Phyllostegia haliakalae) - Wherever found,E,"$8,254","$62,000",,"$70,254",,$0,"$70,254"
"",1313,No Common Name (Phyllostegia helleri) -,E,"$5,914",$0,,"$5,914",,$0,"$5,914"
"",349,No Common Name (Phyllostegia hirsuta) - Wherever found,E,"$60,274","$128,415",,"$188,689",,$0,"$188,689"
"",1104,No Common Name (Phyllostegia hispida) - Wherever found,E,"$10,685",$0,,"$10,685",,$0,"$10,685"
"",435,No Common Name (Phyllostegia kaalaensis) - Wherever found,E,"$8,784","$128,415",,"$137,199",,$0,"$137,199"
"",1166,No Common Name (Phyllostegia knudsenii) - Wherever found,E,"$9,475",$0,,"$9,475",,$0,"$9,475"
"",1152,No Common Name (Phyllostegia mannii) - Wherever found,E,"$9,823",$0,,"$9,823",,$0,"$9,823"
"",429,No Common Name (Phyllostegia mollis) - Wherever found,E,"$9,916","$128,415",,"$138,331",,$0,"$138,331"
"",922,No Common Name (Phyllostegia parviflora) - Wherever found,E,"$18,038",$0,,"$18,038",,$0,"$18,038"
"",1131,No Common Name (Phyllostegia pilosa) - Wherever found,E,"$10,176",$0,,"$10,176",,$0,"$10,176"
"",1072,No Common Name (Phyllostegia renovans) - Wherever found,E,"$11,476",$0,,"$11,476",,$0,"$11,476"
"",1064,No Common Name (Phyllostegia stachyoides) - Wherever found,E,"$9,264","$2,500",,"$11,764",,$0,"$11,764"
"",1199,No Common Name (Phyllostegia velutina) - Wherever found,E,"$8,793",$0,,"$8,793",,$0,"$8,793"
"",1081,No Common Name (Phyllostegia waimeae) - Wherever found,E,"$11,044",$0,,"$11,044",,$0,"$11,044"
"",1030,No Common Name (Phyllostegia warshaueri) - Wherever found,E,"$12,704",$0,,"$12,704",,$0,"$12,704"
"",1166,No Common Name (Phyllostegia wawrana) - Wherever found,E,"$9,475",$0,,"$9,475",,$0,"$9,475"
"",1010,No Common Name (Platanthera holochila) - Wherever found,E,"$13,363",$100,,"$13,463",,$0,"$13,463"
"",617,No Common Name (Platydesma cornuta var. cornuta) - Wherever found,E,"$56,227",$0,,"$56,227",,$0,"$56,227"
Group Name,Rank,Species (50 CFR Part 17),Status,FWS Total,Other Fed,Federal Total,States Total,,Species Total
"",,No Common Name (Platydesma cornuta var. decurrens) - Wherever,,,,,,,
"",880,,E,"$7,456","$12,875","$20,331",,$0,"$20,331"
"",,found,,,,,,,
"",1067,No Common Name (Platydesma remyi) - Wherever found,E,"$11,731",$0,"$11,731",,$0,"$11,731"
"",1268,No Common Name (Poa siphonoglossa) - Wherever found,E,"$7,309",$0,"$7,309",,$0,"$7,309"
"",980,No Common Name (Polyscias bisattenuata) - Wherever found,E,"$14,839",$0,"$14,839",,$0,"$14,839"
"",1025,No Common Name (Polyscias flynnii) - Wherever found,E,"$12,862",$0,"$12,862",,$0,"$12,862"
"",1180,No Common Name (Polyscias lydgatei) - Wherever found,E,"$9,295",$0,"$9,295",,$0,"$9,295"
"",612,No Common Name (Polyscias racemosa) - Wherever found,E,"$56,956",$0,"$56,956",,$0,"$56,956"
"",1225,No Common Name (Remya kauaiensis) - Wherever found,E,"$8,120",$0,"$8,120",,$0,"$8,120"
"",1088,No Common Name (Remya montgomeryi) - Wherever found,E,"$10,933",$0,"$10,933",,$0,"$10,933"
"",445,No Common Name (Sanicula mariversa) - Wherever found,E,"$6,766","$128,415","$135,181",,$0,"$135,181"
"",1036,No Common Name (Sanicula purpurea) - Wherever found,E,"$12,596",$0,"$12,596",,$0,"$12,596"
"",662,No Common Name (Sanicula sandwicensis) - Wherever found,E,"$6,605","$41,900","$48,505",,$0,"$48,505"
"",1313,No Common Name (Santalum involutum) - Wherever found,E,"$5,914",$0,"$5,914",,$0,"$5,914"
"",1174,No Common Name (Schiedea attenuata) - Wherever found,E,"$9,374",$0,"$9,374",,$0,"$9,374"
"",1148,No Common Name (Schiedea diffusa ssp. macraei) - Wherever found,E,"$9,896",$0,"$9,896",,$0,"$9,896"
"",1296,No Common Name (Schiedea diffusa subsp. diffusa) - Wherever found,E,"$6,379",$0,"$6,379",,$0,"$6,379"
"",557,No Common Name (Schiedea haleakalensis) - Wherever found,E,"$9,065","$62,000","$71,065",,$0,"$71,065"
"",1267,No Common Name (Schiedea helleri) - Wherever found,E,"$7,319",$0,"$7,319",,$0,"$7,319"
"",898,No Common Name (Schiedea hookeri) - Wherever found,E,"$6,390","$13,075","$19,465",,$0,"$19,465"
"",1222,No Common Name (Schiedea jacobii) - Wherever found,E,"$8,152",$0,"$8,152",,$0,"$8,152"
"",422,No Common Name (Schiedea kaalae) - Wherever found,E,"$11,921","$128,415","$140,336",,$0,"$140,336"
"",975,No Common Name (Schiedea kauaiensis) - Wherever found,E,"$14,999",$0,"$14,999",,$0,"$14,999"
"",1203,No Common Name (Schiedea laui) - Wherever found,E,"$8,641",$0,"$8,641",,$0,"$8,641"
"",1278,No Common Name (Schiedea lydgatei) - Wherever found,E,"$6,959",$0,"$6,959",,$0,"$6,959"
"",1021,No Common Name (Schiedea membranacea) - Wherever found,E,"$12,971",$0,"$12,971",,$0,"$12,971"
"",437,No Common Name (Schiedea nuttallii) - Wherever found,E,"$8,537","$128,415","$136,952",,$0,"$136,952"
"",438,No Common Name (Schiedea obovata) - Wherever found,E,"$8,438","$128,415","$136,853",,$0,"$136,853"
"",1307,No Common Name (Schiedea salicaria) - Wherever found,E,"$6,097",$0,"$6,097",,$0,"$6,097"
"",1307,No Common Name (Schiedea sarmentosa) - Wherever found,E,"$6,097",$0,"$6,097",,$0,"$6,097"
"",,No Common Name (Schiedea spergulina var. leiopoda) - Wherever,,,,,,,
"",1181,,E,"$9,275",$0,"$9,275",,$0,"$9,275"
"",,found,,,,,,,
"",,No Common Name (Schiedea spergulina var. spergulina) - Wherever,,,,,,,
"",1224,,T,"$8,124",$0,"$8,124",,$0,"$8,124"
"",,found,,,,,,,
"",448,No Common Name (Schiedea trinervis) - Wherever found,E,"$6,238","$128,415","$134,653",,$0,"$134,653"
"",1129,No Common Name (Schiedea verticillata) - Wherever found,E,"$10,204",$0,"$10,204",,$0,"$10,204"
"",1118,No Common Name (Schiedea viscosa) - Wherever found,E,"$10,412",$0,"$10,412",,$0,"$10,412"
"",1194,No Common Name (Schoepfia arenaria) - Wherever found,T,"$9,000",$0,"$9,000",,$0,"$9,000"
"",1258,No Common Name (Sicyos lanceoloideus) - Wherever found,E,"$7,432",$0,"$7,432",,$0,"$7,432"
"",1109,No Common Name (Silene alexandri) - Wherever found,E,"$10,573",$0,"$10,573",,$0,"$10,573"
"",716,No Common Name (Silene hawaiiensis) - Wherever found,T,"$7,175","$32,000","$39,175",,$0,"$39,175"
"",714,No Common Name (Silene lanceolata) - Wherever found,E,"$7,399","$32,000","$39,399",,$0,"$39,399"
"",847,No Common Name (Silene perlmanii) - Wherever found,E,"$9,801","$13,075","$22,876",,$0,"$22,876"
"",613,No Common Name (Spermolepis hawaiiensis) - Wherever found,E,"$8,132","$48,530","$56,662",,$0,"$56,662"
"",,No Common Name (Stenogyne angustifolia var. angustifolia) -,,,,,,,
"",706,,E,"$8,654","$32,000","$40,654",,$0,"$40,654"
"",,Wherever found,,,,,,,
Group Name,Rank,Species (50 CFR Part 17),Status,FWS Total,Other Fed,,Federal Total,States Total,,Species Total
"",1190,No Common Name (Stenogyne bifida) - Wherever found,E,"$9,055",$0,,"$9,055",,$0,"$9,055"
"",1091,No Common Name (Stenogyne campanulata) - Wherever found,E,"$10,882",$0,,"$10,882",,$0,"$10,882"
"",1233,No Common Name (Stenogyne cranwelliae) - Wherever found,E,"$7,990",$0,,"$7,990",,$0,"$7,990"
"",1271,No Common Name (Stenogyne kaalae ssp. sherffii) - Wherever found,E,"$7,181",$0,,"$7,181",,$0,"$7,181"
"",439,No Common Name (Stenogyne kanehoana) - Wherever found,E,"$8,283","$128,415",,"$136,698",,$0,"$136,698"
"",1138,No Common Name (Stenogyne kauaulaensis) - Wherever found,E,"$10,015",$0,,"$10,015",,$0,"$10,015"
"",1091,No Common Name (Stenogyne kealiae) - Wherever found,E,"$10,882",$0,,"$10,882",,$0,"$10,882"
"",511,No Common Name (Tabernaemontana rotensis) - Wherever found,T,"$36,833","$53,215",,"$90,048",,$0,"$90,048"
"",1367,No Common Name (Ternstroemia subsessilis) - Wherever found,E,"$2,500",$0,,"$2,500",,$0,"$2,500"
"",715,No Common Name (Tetramolopium arenarium) - Wherever found,E,"$7,375","$32,000",,"$39,375",,$0,"$39,375"
"",442,No Common Name (Tetramolopium filiforme) - Wherever found,E,"$7,562","$128,415",,"$135,977",,$0,"$135,977"
"",,No Common Name (Tetramolopium lepidotum ssp. lepidotum) -,,,,,,,,
"",884,,E,"$8,486","$11,750",,"$20,236",,$0,"$20,236"
"",,Wherever found,,,,,,,,
"",1190,No Common Name (Tetramolopium remyi) - Wherever found,E,"$9,055",$0,,"$9,055",,$0,"$9,055"
