Group Name,Rank,Species (50 CFR Part 17),Status,FWS Total,,Other Fed,,Federal Total,States Total,,Species Total
"",506,"Darter, rush (Etheostoma phytophilum) - Wherever found",E,"$91,500",$0,,"$91,500",$0,,"$91,500"
"",839,"Darter, slackwater (Etheostoma boschungi) - Wherever found",T,"$6,500",$0,,"$6,500","$17,000",,"$23,500"
"",309,"Darter, snail (Percina tanasi) - Wherever found",T,"$87,500","$140,867",,"$228,367","$14,000",,"$242,367"
"",1418,"Darter, vermilion (Etheostoma chermocki) - Wherever found",E,$500,$0,,$500,$0,,$500
"",1164,"Darter, watercress (Etheostoma nuchale) - Wherever found",E,"$8,500","$1,000",,"$9,500",$0,,"$9,500"
"",945,"Darter, yellowcheek (Etheostoma moorei) - Wherever found",E,"$11,000",$100,,"$11,100","$5,600",,"$16,700"
"",105,Eulachon (Thaleichthys pacificus) - Southern DPS,T,$0,"$1,592,017",,"$1,592,017","$62,187",,"$1,654,204"
"",1289,"Gambusia, Big Bend (Gambusia gaigei) - Wherever found",E,"$1,500","$5,000",,"$6,500",$0,,"$6,500"
"",1406,"Gambusia, Clear Creek (Gambusia heterochir) - Wherever found",E,"$1,000",$0,,"$1,000",$0,,"$1,000"
"",965,"Gambusia, Pecos (Gambusia nobilis) - Wherever found",E,$500,"$15,000",,"$15,500",$0,,"$15,500"
"",1418,"Gambusia, San Marcos (Gambusia georgei) - Wherever found",E,$500,$0,,$500,$0,,$500
"",177,"Goby, tidewater (Eucyclogobius newberryi) - Wherever found",E,"$433,537","$331,864",,"$765,401",$0,,"$765,401"
"",237,"Grouper, Nassau (Epinephelus striatus)",T,$0,"$464,945",,"$464,945",$0,,"$464,945"
Group Name,Rank,Species (50 CFR Part 17),Status,FWS Total,Other Fed,Federal Total,States Total,Species Total
"",607,"Logperch, Conasauga (Percina jenkinsi) - Wherever found",E,"$27,000","$25,800","$52,800","$5,000","$57,800"
"",379,"Logperch, Roanoke (Percina rex) - Wherever found",E,"$109,000","$53,549","$162,549",$0,"$162,549"
"",1053,"Madtom, chucky (Noturus crypticus) - Wherever found",E,"$11,000","$1,100","$12,100",$0,"$12,100"
"",749,"Madtom, Neosho (Noturus placidus) - Wherever found",T,"$12,000","$19,822","$31,822","$1,500","$33,322"
"",599,"Madtom, pygmy (Noturus stanauli) - Wherever found",E,"$57,633","$1,302","$58,935",$0,"$58,935"
"",,"Madtom, pygmy (Noturus stanauli) - U.S.A. (TN - specified portions of",,,,,,
"",869,,EXPN,$0,$0,$0,"$21,000","$21,000"
"",,the French Broad and Holston Rivers; see 17.84(t)(1)(i)),,,,,,
"",1353,"Madtom, Scioto (Noturus trautmani) - Wherever found",E,$0,"$3,559","$3,559",$0,"$3,559"
"",836,"Madtom, smoky (Noturus baileyi) - Wherever found",E,"$1,000","$7,569","$8,569","$15,000","$23,569"
"",,"Madtom, yellowfin (Noturus flavipinnis) - Wherever found, except",,,,,,
"",824,,T,"$15,500","$9,091","$24,591",$0,"$24,591"
"",,where listed as an experimental population,,,,,,
"",,"Madtom, yellowfin (Noturus flavipinnis) - U.S.A. (TN-specified",,,,,,
"",974,,EXPN,$0,$0,$0,"$15,000","$15,000"
"",,portions of the Tellico River; see 17.84(e)(1)(ii)),,,,,,
"",,"Madtom, yellowfin (Noturus flavipinnis) - U.S.A. (TN - specified",,,,,,
"",1359,,EXPN,"$3,000",$0,"$3,000",$0,"$3,000"
"",,portions of the French Broad and Holston Rivers; see 17.84(e)(1)(iii)),,,,,,
"",659,"Minnow, Devils River (Dionda diaboli) - Wherever found",T,"$2,500",$800,"$3,300","$45,304","$48,604"
"",172,"Minnow, loach (Tiaroga cobitis) - Wherever found",E,"$33,000","$571,790","$604,790","$168,074","$772,864"
"",,"Minnow, Rio Grande Silvery (Hybognathus amarus) - Wherever found,",,,,,,
"",33,,E,"$43,765","$8,311,083","$8,354,848","$14,785","$8,369,633"
"",,except where listed as an experimental population,,,,,,
"",,"Minnow, Rio Grande Silvery (Hybognathus amarus) - Rio Grande, from",,,,,,
"",1406,,EXPN,$0,"$1,000","$1,000",$0,"$1,000"
"",,Little Box Canyon to Amistad Dam,,,,,,
"",,"Pikeminnow (=squawfish), Colorado (Ptychocheilus lucius) - Wherever",,,,,,
"",36,,E,"$46,760","$7,721,934","$7,768,694","$113,317","$7,882,011"
"",,"found, except where listed as an experimental population",,,,,,
"",,"Pikeminnow (=squawfish), Colorado (Ptychocheilus lucius) - Salt and",,,,,,
"",380,,EXPN,$0,$0,$0,"$162,000","$162,000"
"",,"Verde R. drainages, AZ",,,,,,
"",504,"Poolfish, Pahrump (Empetrichthys latos) - Wherever found",E,"$90,375","$2,300","$92,675",$0,"$92,675"
"",,"Pupfish, Ash Meadows Amargosa (Cyprinodon nevadensis mionectes) -",,,,,,
"",463,,E,"$127,220","$1,500","$128,720",$0,"$128,720"
"",,Wherever found,,,,,,
"",740,"Pupfish, Comanche Springs (Cyprinodon elegans) - Wherever found",E,$0,"$13,000","$13,000","$21,559","$34,559"
"",243,"Pupfish, desert (Cyprinodon macularius) - Wherever found",E,"$8,653","$397,400","$406,053","$48,918","$454,971"
"",140,"Pupfish, Devils Hole (Cyprinodon diabolis) - Wherever found",E,"$482,345","$501,500","$983,845",$0,"$983,845"
"",558,"Pupfish, Owens (Cyprinodon radiosus) - Wherever found",E,"$22,880","$48,000","$70,880",$0,"$70,880"
"",,"Pupfish, Warm Springs (Cyprinodon nevadensis pectoralis) - Wherever",,,,,,
"",647,,E,"$50,933",$0,"$50,933",$0,"$50,933"
"",,found,,,,,,
"",,"Rockfish, canary (Sebastes pinniger) - Puget Sound - Georgia Basin",,,,,,
"",185,,T,$0,"$559,859","$559,859","$162,910","$722,769"
"",,DPS,,,,,,
"",,"Rockfish, yelloweye (Sebastes ruberrimus) - Puget Sound - Georgia",,,,,,
"",176,,T,$0,"$602,793","$602,793","$162,910","$765,703"
"",,Basin DPS,,,,,,
"",26,"Salmon, Atlantic (Salmo salar) - Gulf of Maine DPS",E,"$3,065,541","$6,842,367","$9,907,908",$0,"$9,907,908"
"",,"Salmon, Chinook (Oncorhynchus (=Salmo) tshawytscha) - Snake River",,,,,,
"",7,,T,"$376,500","$32,264,433","$32,640,933","$195,502","$32,836,435"
"",,fall-run ESU,,,,,,
"",,"Salmon, Chinook (Oncorhynchus (=Salmo) tshawytscha) - Snake River",,,,,,
"",1,,T,"$273,000","$117,927,481","$118,200,481","$1,026,624","$119,227,105"
"",,spring/summer-run ESU,,,,,,
"",,"Salmon, Chinook (Oncorhynchus (=Salmo) tshawytscha) - Sacramento",,,,,,
"",18,,E,"$86,146","$13,920,299","$14,006,445",$0,"$14,006,445"
"",,River winter-run ESU,,,,,,
"",,"Salmon, Chinook (Oncorhynchus (=Salmo) tshawytscha) - Puget Sound",,,,,,
"",14,,T,"$132,631","$8,996,940","$9,129,571","$5,428,723","$14,558,294"
"",,ESU,,,,,,
Group Name,Rank,Species (50 CFR Part 17),Status,FWS Total,Other Fed,Federal Total,States Total,Species Total
"",,"Salmon, Chinook (Oncorhynchus (=Salmo) tshawytscha) - Lower",,,,,,
"",10,,T,"$715,062","$20,966,939","$21,682,001","$862,859","$22,544,860"
"",,Columbia River ESU,,,,,,
"",,"Salmon, Chinook (Oncorhynchus (=Salmo) tshawytscha) - Upper",,,,,,
"",4,,T,"$22,123","$48,745,659","$48,767,782","$267,583","$49,035,365"
"",,Willamette River ESU,,,,,,
"",,"Salmon, Chinook (Oncorhynchus (=Salmo) tshawytscha) - Upper",,,,,,
"",8,,E,"$142,000","$31,390,212","$31,532,212","$263,029","$31,795,241"
"",,Columbia spring-run ESU,,,,,,
"",,"Salmon, Chinook (Oncorhynchus (=Salmo) tshawytscha) - Central",,,,,,
"",37,,T,"$166,120","$7,360,796","$7,526,916",$0,"$7,526,916"
"",,Valley spring-run ESU,,,,,,
"",,"Salmon, Chinook (Oncorhynchus (=Salmo) tshawytscha) - California",,,,,,
"",59,,T,$0,"$4,017,394","$4,017,394",$0,"$4,017,394"
"",,Coastal ESU,,,,,,
"",32,"Salmon, chum (Oncorhynchus keta) - Columbia River ESU",T,"$3,473","$8,432,570","$8,436,043","$208,782","$8,644,825"
"",48,"Salmon, chum (Oncorhynchus keta) - Hood Canal summer-run ESU",T,"$69,848","$4,599,648","$4,669,496","$212,667","$4,882,163"
"",,"Salmon, coho (Oncorhynchus (=Salmo) kisutch) - Central California",,,,,,
"",46,,E,"$22,028","$5,305,767","$5,327,795",$0,"$5,327,795"
"",,Coast ESU,,,,,,
"",,"Salmon, coho (Oncorhynchus (=Salmo) kisutch) - Southern Oregon -",,,,,,
"",12,,T,"$271,929","$17,959,142","$18,231,071","$24,000","$18,255,071"
"",,Northern California Coast ESU,,,,,,
"",38,"Salmon, coho (Oncorhynchus (=Salmo) kisutch) - Oregon Coast ESU",T,"$211,107","$5,867,756","$6,078,863","$1,275,000","$7,353,863"
"",,"Salmon, coho (Oncorhynchus (=Salmo) kisutch) - Lower Columbia",,,,,,
"",24,,T,"$105,488","$10,313,380","$10,418,868","$977,280","$11,396,148"
"",,River ESU,,,,,,
"",11,"Salmon, sockeye (Oncorhynchus (=Salmo) nerka) - Snake River ESU",E,"$551,164","$19,646,847","$20,198,011","$1,284,828","$21,482,839"
"",50,"Salmon, sockeye (Oncorhynchus (=Salmo) nerka) - Ozette Lake ESU",T,"$1,263","$4,616,628","$4,617,891","$72,232","$4,690,123"
"",1387,"Sawfish, largetooth (Pristis pristis) - Wherever found",E,$0,"$1,853","$1,853",$0,"$1,853"
"",,"Sawfish, smalltooth (Pristis pectinata) - US DPS - Smalltooth sawfish",,,,,,
"",146,,E,$0,"$877,947","$877,947","$89,298","$967,245"
"",,originating from U.S. waters.,,,,,,
"",875,"Sculpin, Grotto (Cottus specus) - Wherever found",E,"$6,500","$4,000","$10,500","$10,000","$20,500"
"",959,"Sculpin, pygmy (Cottus paulus (=pygmaeus)) - Wherever found",T,"$14,000",$0,"$14,000","$2,000","$16,000"
"",1023,"Shark, Scalloped Hammerhead (Sphyrna lewini) - Eastern Pacific DPS",E,$0,"$12,907","$12,907",$0,"$12,907"
"",,"Shark, Scalloped Hammerhead (Sphyrna lewini) - Central and",,,,,,
"",1054,,T,$0,"$12,078","$12,078",$0,"$12,078"
"",,Southwest Atlantic DPS,,,,,,
"",,"Shark, Scalloped Hammerhead (Sphyrna lewini) - Indo-West Pacific",,,,,,
"",1374,,T,$0,"$2,355","$2,355",$0,"$2,355"
"",,DPS,,,,,,
"",,"Shiner, Arkansas River (Notropis girardi) - Arkansas River Basin (AR,",,,,,,
"",342,,T,"$110,598","$82,880","$193,478","$3,000","$196,478"
"",,"KS, NM, OK, TX)",,,,,,
"",1226,"Shiner, beautiful (Cyprinella formosa) - Wherever found",T,"$7,500",$100,"$7,600",$500,"$8,100"
"",732,"Shiner, blue (Cyprinella caerulea) - Wherever found",T,"$5,000","$25,800","$30,800","$5,000","$35,800"
"",1295,"Shiner, Cahaba (Notropis cahabae) - Wherever found",E,"$5,000","$1,386","$6,386",$0,"$6,386"
"",490,"Shiner, Cape Fear (Notropis mekistocholas) - Wherever found",E,"$103,500",$0,"$103,500",$0,"$103,500"
"",1140,"Shiner, palezone (Notropis albizonatus) - Wherever found",E,"$8,500","$1,504","$10,004",$0,"$10,004"
"",209,"Shiner, Pecos bluntnose (Notropis simus pecosensis) - Wherever found",T,"$65,000","$507,000","$572,000",$0,"$572,000"
"",843,"Shiner, sharpnose (Notropis oxyrhynchus) - Wherever found",E,"$23,000",$100,"$23,100",$0,"$23,100"
"",844,"Shiner, smalleye (Notropis buccula) - Wherever found",E,"$23,000",$0,"$23,000",$0,"$23,000"
"",,"Shiner, Topeka (Notropis topeka (=tristis)) - Wherever found, except",,,,,,
"",139,,E,"$579,782","$388,491","$968,273","$15,900","$984,173"
"",,where listed as an experimental population,,,,,,
Group Name,Rank,Species (50 CFR Part 17),Status,FWS Total,Other Fed,Federal Total,States Total,,Species Total
"",,"Shiner, Topeka (Notropis topeka (=tristis)) - U.S.A. (MO-specified",,,,,,,
"",,"portions of Little Creek, Big Muddy Creek, and Spring Creek",,,,,,,
"",124,,EXPN,"$1,185,500","$17,600","$1,203,100",$0,,"$1,203,100"
"",,"watersheds in Adair, Gentry, Harrison, Putnam, Sullivan, and Worth",,,,,,,
"",,Counties; see 17.84(d)(1)(i)),,,,,,,
"",1276,"Silverside, Waccamaw (Menidia extensa) - Wherever found",T,"$7,000",$0,"$7,000",$0,,"$7,000"
"",34,"Smelt, delta (Hypomesus transpacificus) - Wherever found",T,"$1,029,944","$7,322,932","$8,352,876",$0,,"$8,352,876"
"",175,Spikedace (Meda fulgida) - Wherever found,E,"$27,000","$571,790","$598,790","$170,562",,"$769,352"
"",,"Spinedace, Big Spring (Lepidomeda mollispinis pratensis) - Wherever",,,,,,,
"",1238,,T,"$3,622","$4,300","$7,922",$0,,"$7,922"
"",,found,,,,,,,
"",502,"Spinedace, Little Colorado (Lepidomeda vittata) - Wherever found",T,"$5,500","$78,500","$84,000","$8,980",,"$92,980"
"",519,"Spinedace, White River (Lepidomeda albivallis) - Wherever found",E,"$68,968","$15,300","$84,268",$0,,"$84,268"
"",,"Springfish, Hiko White River (Crenichthys baileyi grandis) - Wherever",,,,,,,
"",741,,E,"$23,138","$11,366","$34,504",$0,,"$34,504"
"",,found,,,,,,,
"",548,"Springfish, Railroad Valley (Crenichthys nevadae) - Wherever found",T,"$71,140","$2,800","$73,940",$0,,"$73,940"
"",759,"Springfish, White River (Crenichthys baileyi baileyi) - Wherever found",E,"$27,730","$4,800","$32,530",$0,,"$32,530"
"",,Steelhead (Oncorhynchus (=Salmo) mykiss) - California Central Valley,,,,,,,
"",17,,T,"$61,928","$14,100,714","$14,162,642",$0,,"$14,162,642"
"",,DPS,,,,,,,
"",2,Steelhead (Oncorhynchus (=Salmo) mykiss) - Snake River Basin DPS,T,"$92,000","$58,291,541","$58,383,541","$1,767,150",,"$60,150,691"
"",,Steelhead (Oncorhynchus (=Salmo) mykiss) - Central California Coast,,,,,,,
"",41,,T,$0,"$6,270,991","$6,270,991",$0,,"$6,270,991"
"",,DPS,,,,,,,
"",,Steelhead (Oncorhynchus (=Salmo) mykiss) - Lower Columbia River,,,,,,,
"",16,,T,"$47,000","$12,898,097","$12,945,097","$1,228,560",,"$14,173,657"
"",,DPS,,,,,,,
"",,Steelhead (Oncorhynchus (=Salmo) mykiss) - South-Central California,,,,,,,
"",61,,T,$0,"$3,980,889","$3,980,889",$0,,"$3,980,889"
"",,Coast DPS,,,,,,,
"",58,Steelhead (Oncorhynchus (=Salmo) mykiss) - Southern California DPS,E,$0,"$4,100,474","$4,100,474",$0,,"$4,100,474"
"",,Steelhead (Oncorhynchus (=Salmo) mykiss) - Upper Columbia River,,,,,,,
"",9,,T,"$217,500","$26,595,918","$26,813,418","$310,630",,"$27,124,048"
"",,DPS,,,,,,,
"",,Steelhead (Oncorhynchus (=Salmo) mykiss) - Upper Willamette River,,,,,,,
"",19,,T,$0,"$13,093,034","$13,093,034","$268,995",,"$13,362,029"
"",,DPS,,,,,,,
"",,Steelhead (Oncorhynchus (=Salmo) mykiss) - Middle Columbia River,,,,,,,
"",3,,T,"$398,185","$53,950,695","$54,348,880","$874,763",,"$55,223,643"
"",,DPS,,,,,,,
"",55,Steelhead (Oncorhynchus (=Salmo) mykiss) - Northern California DPS,T,$0,"$4,226,406","$4,226,406",$0,,"$4,226,406"
"",27,Steelhead (Oncorhynchus (=Salmo) mykiss) - Puget Sound DPS,T,"$57,883","$8,255,588","$8,313,471","$1,301,804",,"$9,615,275"
"",,Steelhead (Oncorhynchus (=Salmo) mykiss) - Middle Columbia River,,,,,,,
"",661,,EXPN,"$23,000","$3,850","$26,850","$21,694",,"$48,544"
"",,DPS,,,,,,,
"",,"Stickleback, unarmored threespine (Gasterosteus aculeatus williamsoni) -",,,,,,,
"",370,,E,"$74,690","$95,684","$170,374",$0,,"$170,374"
"",,Wherever found,,,,,,,
"",961,"Sturgeon, Alabama (Scaphirhynchus suttkusi) - Wherever found",E,"$4,500",$199,"$4,699","$11,000",,"$15,699"
"",,"Sturgeon, Atlantic (Acipenser oxyrinchus oxyrinchus) - Gulf of Maine",,,,,,,
"",127,,T,"$64,667","$1,120,223","$1,184,890",$0,,"$1,184,890"
"",,DPS,,,,,,,
"",,"Sturgeon, Atlantic (Acipenser oxyrinchus oxyrinchus) - New York Bight",,,,,,,
"",164,,E,"$64,667","$688,830","$753,497","$50,500",,"$803,997"
"",,DPS,,,,,,,
"",,"Sturgeon, Atlantic (Acipenser oxyrinchus oxyrinchus) - Chesapeake Bay",,,,,,,
"",115,,E,"$64,667","$1,315,229","$1,379,896",$0,,"$1,379,896"
"",,DPS,,,,,,,
"",150,"Sturgeon, Atlantic (Acipenser oxyrinchus oxyrinchus) - Carolina DPS",E,"$341,500","$537,530","$879,030",$0,,"$879,030"
Group Name,Rank,Species (50 CFR Part 17) Status,,FWS Total,,Other Fed,Federal Total,States Total,Species Total
"",,"Sturgeon, Atlantic (Acipenser oxyrinchus oxyrinchus) - South Atlantic",,,,,,,
"",183,E,,$0,,"$714,886","$714,886","$25,000","$739,886"
"",,DPS,,,,,,,
"",734,"Sturgeon, Beluga (Huso huso) - Wherever found T",,"$35,403",,$0,"$35,403",$0,"$35,403"
"",70,"Sturgeon, green (Acipenser medirostris) - Southern DPS T",,"$4,500",,"$2,814,767","$2,819,267","$20,747","$2,840,014"
"",,"Sturgeon (Gulf subspecies), Atlantic (Acipenser oxyrinchus",,,,,,,
"",78,T,,"$499,000",,"$1,875,346","$2,374,346","$14,716","$2,389,062"
"",,(=oxyrhynchus) desotoi) - Wherever found,,,,,,,
"",5,"Sturgeon, pallid (Scaphirhynchus albus) - Wherever found E",,"$2,089,909",,"$32,033,233","$34,123,142","$78,000","$34,201,142"
"",92,"Sturgeon, shortnose (Acipenser brevirostrum) - Wherever found E",,"$50,749",,"$1,784,252","$1,835,001","$146,000","$1,981,001"
"",737,"Sturgeon, Shovelnose (Scaphirhynchus platorynchus) - Wherever found SAT",,"$1,500",,"$33,350","$34,850",$0,"$34,850"
"",,"Sturgeon, white (Acipenser transmontanus) - U.S.A. (ID, MT), Canada",,,,,,,
"",22,E,,"$499,868",,"$11,181,030","$11,680,898","$279,417","$11,960,315"
"",,"(B.C.), Kootenai R. system",,,,,,,
"",138,"Sucker, June (Chasmistes liorus) - Wherever found E",,"$105,000",,"$301,600","$406,600","$585,000","$991,600"
"",86,"Sucker, Lost River (Deltistes luxatus) - Wherever found E",,"$601,982",,"$1,406,400","$2,008,382","$35,000","$2,043,382"
"",15,"Sucker, razorback (Xyrauchen texanus) - Wherever found E",,"$455,046",,"$13,481,966","$13,937,012","$617,257","$14,554,269"
"",163,"Sucker, Santa Ana (Catostomus santaanae) - 3 CA river basins T",,"$155,815",,"$653,803","$809,618",$0,"$809,618"
"",88,"Sucker, shortnose (Chasmistes brevirostris) - Wherever found E",,"$591,982",,"$1,408,400","$2,000,382","$35,000","$2,035,382"
"",293,"Sucker, Warner (Catostomus warnerensis) - Wherever found T",,"$102,383",,"$120,340","$222,723","$61,000","$283,723"
"",,"Sucker, Zuni bluehead (Catostomus discobolus yarrowi) - Wherever",,,,,,,
"",1135,E,,"$7,900",,$500,"$8,400","$1,700","$10,100"
"",,found,,,,,,,
"",1349,"Sunfish, spring pygmy (Elassoma alabamae) - Wherever found T",,"$4,000",,$0,"$4,000",$0,"$4,000"
"",,"Topminnow, Gila (incl. Yaqui) (Poeciliopsis occidentalis) - Wherever",,,,,,,
"",166,E,,"$32,500",,"$615,300","$647,800","$145,744","$793,544"
"",,found,,,,,,,
"",576,"Trout, Apache (Oncorhynchus apache) - Wherever found T",,"$8,000",,$500,"$8,500","$56,900","$65,400"
"",,"Trout, bull (Salvelinus confluentus) - U.S.A., conterminous, lower 48",,,,,,,
"",6,T,,"$9,021,195",,"$23,318,508","$32,339,703","$1,295,760","$33,635,463"
"",,states,,,,,,,
"",,"Trout, bull (Salvelinus confluentus) - Clackamas River subbasin",,,,,,,
"",506,EXPN,,"$66,500",,$0,"$66,500","$25,000","$91,500"
"",,experimental population,,,,,,,
"",385,"Trout, Gila (Oncorhynchus gilae) - Wherever found T",,"$55,000",,"$17,000","$72,000","$86,060","$158,060"
"",,"Trout, Greenback Cutthroat (Oncorhynchus clarkii stomias) - Wherever",,,,,,,
"",215,T,,"$366,825",,"$76,805","$443,630","$97,649","$541,279"
"",,found,,,,,,,
"",,"Trout, Lahontan cutthroat (Oncorhynchus clarkii henshawi) - Wherever",,,,,,,
"",35,T,,"$5,665,881",,"$2,164,363","$7,830,244","$84,000","$7,914,244"
"",,found,,,,,,,
"",,"Trout, Little Kern golden (Oncorhynchus aguabonita whitei) - Wherever",,,,,,,
"",1403,T,,"$1,100",,$0,"$1,100",$0,"$1,100"
"",,found,,,,,,,
"",,"Trout, Paiute cutthroat (Oncorhynchus clarkii seleniris) - Wherever",,,,,,,
"",229,T,,"$481,264",,"$5,000","$486,264",$0,"$486,264"
"",,found,,,,,,,
"",899,"Tui chub, Mohave (Gila bicolor ssp. mohavensis) - Wherever found E",,$660,,"$18,680","$19,340",$0,"$19,340"
"",,"Woundfin (Plagopterus argentissimus) - Wherever found, except where",,,,,,,
"",181,E,,"$281,183",,"$30,900","$312,083","$437,842","$749,925"
"",,listed as an experimental population,,,,,,,
Fishes subtotal,,,,"$36,913,547",,"$727,243,942","$764,157,489","$24,947,973","$789,105,462"
Clams,1183,"Acornshell, southern (Epioblasma othcaloogensis) - Wherever found E",,"$1,500",,"$7,742","$9,242",$0,"$9,242"
"",283,"Bankclimber, purple (mussel) (Elliptoideus sloatianus) - Wherever found T",,"$168,500",,"$132,521","$301,021","$5,000","$306,021"
"",699,"Bean, Choctaw (Villosa choctawensis) - Wherever found E",,"$5,000",,"$36,860","$41,860",$0,"$41,860"
"",,"Bean, Cumberland (pearlymussel) (Villosa trabalis) - Wherever found;",,,,,,,
"",616,E,,"$34,000",,"$2,371","$36,371","$20,000","$56,371"
"",,Except where listed as Experimental Populations,,,,,,,
Group Name,Rank,Species (50 CFR Part 17),Status,FWS Total,,Other Fed,Federal Total,States Total,,Species Total
"",,"Bean, Cumberland (pearlymussel) (Villosa trabalis) - AL; Free-Flowing",,,,,,,,
"",1370,"Reach of the Tennessee River below the Wilson Dam, Colbert and",EXPN,$0,,"$2,423","$2,423",$0,,"$2,423"
"",,"Lauderdale Counties, AL",,,,,,,,
"",588,"Bean, purple (Villosa perpurpurea) - Wherever found",E,"$61,000",,$620,"$61,620",$0,,"$61,620"
"",663,"Bean, rayed (Villosa fabalis) - Wherever found",E,"$25,815",,"$16,583","$42,398","$6,000",,"$48,398"
"",,"Blossom, green (pearlymussel) (Epioblasma torulosa gubernaculum) -",,,,,,,,
"",1381,,E,"$1,700",,$403,"$2,103",$0,,"$2,103"
"",,Wherever found,,,,,,,,
"",,"Blossom, tubercled (pearlymussel) (Epioblasma torulosa torulosa) -",,,,,,,,
"",1266,,E,"$3,315",,"$4,014","$7,329",$0,,"$7,329"
"",,Wherever found; Except where listed as Experimental Populations,,,,,,,,
"",,"Blossom, turgid (pearlymussel) (Epioblasma turgidula) - Wherever",,,,,,,,
"",1372,,E,"$2,000",,$400,"$2,400",$0,,"$2,400"
"",,found; Except where listed as Experimental Populations,,,,,,,,
"",,"Blossom, turgid (pearlymussel) (Epioblasma turgidula) - AL; Free-",,,,,,,,
"",1420,"Flowing Reach of the Tennessee River below the Wilson Dam, Colbert",EXPN,$0,,$404,$404,$0,,$404
"",,"and Lauderdale Counties, AL",,,,,,,,
"",,"Blossom, yellow (pearlymussel) (Epioblasma florentina florentina) -",,,,,,,,
"",1425,,E,$0,,$202,$202,$0,,$202
"",,Wherever found; Except where listed as Experimental Populations,,,,,,,,
"",,"Blossom, yellow (pearlymussel) (Epioblasma florentina florentina) - AL;",,,,,,,,
"",1406,"Free-Flowing Reach of the Tennessee River below the Wilson Dam,",EXPN,"$1,000",,$0,"$1,000",$0,,"$1,000"
"",,"Colbert and Lauderdale Counties, AL",,,,,,,,
"",,"Catspaw, white (pearlymussel) (Epioblasma obliquata perobliqua) -",,,,,,,,
"",1350,,E,"$1,500",,"$2,478","$3,978",$0,,"$3,978"
"",,Wherever found,,,,,,,,
"",,Clubshell (Pleurobema clava) - Wherever found; Except where listed as,,,,,,,,
"",496,,E,"$37,970",,"$51,336","$89,306","$11,000",,"$100,306"
"",,Experimental Populations,,,,,,,,
"",,Clubshell (Pleurobema clava) - AL; Free-Flowing Reach of the,,,,,,,,
"",861,"Tennessee River below the Wilson Dam, Colbert and Lauderdale",EXPN,"$21,500",,$404,"$21,904",$0,,"$21,904"
"",,"Counties, AL",,,,,,,,
"",1259,"Clubshell, black (Pleurobema curtum) - Wherever found",E,$0,,"$7,425","$7,425",$0,,"$7,425"
"",928,"Clubshell, ovate (Pleurobema perovatum) - Wherever found",E,"$4,500",,"$10,802","$15,302","$2,500",,"$17,802"
"",831,"Clubshell, southern (Pleurobema decisum) - Wherever found",E,"$6,000",,"$15,066","$21,066","$3,000",,"$24,066"
"",,"Combshell, Cumberlandian (Epioblasma brevidens) - Wherever found;",,,,,,,,
"",601,,E,"$30,500",,"$8,390","$38,890","$20,000",,"$58,890"
"",,Except where listed as Experimental Populations,,,,,,,,
"",,"Combshell, Cumberlandian (Epioblasma brevidens) - AL; Free-Flowing",,,,,,,,
"",1378,"Reach of the Tennessee River below the Wilson Dam, Colbert and",EXPN,$0,,"$2,222","$2,222",$0,,"$2,222"
"",,"Lauderdale Counties, AL",,,,,,,,
"",,"Combshell, Cumberlandian (Epioblasma brevidens) - U.S.A. (TN -",,,,,,,,
"",1317,specified portions of the French Broad and Holston Rivers; see,EXPN,$0,,$0,$0,"$5,700",,"$5,700"
"",,17.85(b)(1)),,,,,,,,
"",713,"Combshell, southern (Epioblasma penita) - Wherever found",E,"$31,500",,"$7,125","$38,625","$1,000",,"$39,625"
"",1008,"Combshell, upland (Epioblasma metastriata) - Wherever found",E,"$9,500",,"$3,019","$12,519","$1,000",,"$13,519"
"",790,"Ebonyshell, round (Fusconaia rotulata) - Wherever found",E,"$6,500",,"$21,800","$28,300",$0,,"$28,300"
"",305,"Elktoe, Appalachian (Alasmidonta raveneliana) - Wherever found",E,"$40,000",,"$217,462","$257,462",$0,,"$257,462"
"",761,"Elktoe, Cumberland (Alasmidonta atropurpurea) - Wherever found",E,"$17,500",,"$2,780","$20,280","$12,000",,"$32,280"
"",481,Fanshell (Cyprogenia stegaria) - Wherever found,E,"$64,815",,"$42,585","$107,400","$5,800",,"$113,200"
"",,Fanshell (Cyprogenia stegaria) - U.S.A. (TN - specified portions of the,,,,,,,,
"",1388,,EXPN,$0,,"$1,808","$1,808",$0,,"$1,808"
"",,French Broad and Holston Rivers; see 17.85(b)(1)),,,,,,,,
"",998,"Fatmucket, Arkansas (Lampsilis powellii) - Wherever found",T,"$8,500",,"$2,545","$11,045","$2,900",,"$13,945"
"",240,"Heelsplitter, Carolina (Lasmigona decorata) - Wherever found",E,"$406,000",,"$53,489","$459,489",$0,,"$459,489"
Group Name,Rank,Species (50 CFR Part 17) Status,,FWS Total,Other Fed,Federal Total,States Total,,Species Total
"",622,"Heelsplitter, Inflated (Potamilus inflatus) - Wherever found T",,"$31,500","$23,437","$54,937",$0,,"$54,937"
"",191,Higgins eye (pearlymussel) (Lampsilis higginsii) - Wherever found E,,"$245,000","$446,011","$691,011","$5,000",,"$696,011"
"",733,"Kidneyshell, fluted (Ptychobranchus subtentum) - Wherever found E",,"$24,500","$5,307","$29,807","$5,700",,"$35,507"
