Group,Status,Scientific Name,Inverted Common Name,FWS 2017,Other Fed 2017,States 2017,Total 2017,Area
Flowering Plants,E,lyonia truncata var. proctorii ,no common name ,13000,0,0,13000, wherever found
Flowering Plants,E,kadua haupuensis ,no common name ,5914,0,0,5914, wherever found
Flowering Plants,E,lysimachia filifolia ,no common name ,8089,0,0,8089, wherever found
Flowering Plants,E,lysimachia lydgatei ,no common name ,8984,0,0,8984, wherever found
Flowering Plants,E,lysimachia maxima ,no common name ,10553,0,0,10553, wherever found
Flowering Plants,E,lysimachia pendens ,no common name ,10813,0,0,10813, wherever found
Flowering Plants,E,lysimachia scopulensis ,no common name ,9244,0,0,9244, wherever found
Flowering Plants,E,lysimachia venosa ,no common name ,11372,0,0,11372, wherever found
Flowering Plants,T,maesa walkeri ,no common name ,614,0,0,614, wherever found
Flowering Plants,E,mitracarpus maxwelliae ,no common name ,3500,0,0,3500, wherever found
Flowering Plants,E,mitracarpus polycladus ,no common name ,3000,0,0,3000, wherever found
Flowering Plants,E,myrcia paganii ,no common name ,4500,0,0,4500, wherever found
Flowering Plants,E,neraudia angulata ,no common name ,11118,141690,0,152808, wherever found
Flowering Plants,E,neraudia ovata ,no common name ,18000,34500,0,52500, wherever found
Flowering Plants,E,neraudia sericea ,no common name ,10633,0,0,10633, wherever found
Flowering Plants,T,nervilia jacksoniae ,no common name ,27454,100,0,27554, wherever found
Flowering Plants,E,nesogenes rotensis ,no common name ,23142,0,0,23142, wherever found
Flowering Plants,E,lysimachia iniki ,no common name ,9395,0,0,9395, wherever found
Flowering Plants,E,osmoxylon mariannense ,no common name ,33720,0,0,33720, wherever found
Flowering Plants,E,kadua degeneri ,no common name ,14667,128415,0,143082, wherever found
Flowering Plants,E,hesperomannia lydgatei ,no common name ,7420,0,0,7420, wherever found
Flowering Plants,E,auerodendron pauciflorum ,no common name ,7500,0,0,7500, wherever found
Flowering Plants,E,bidens hillebrandiana ssp. hillebrandiana ,no common name ,7870,0,0,7870, wherever found
Flowering Plants,E,bonamia menziesii ,no common name ,14769,14604,0,29373, wherever found
Flowering Plants,E,calyptranthes thomasiana ,no common name ,3500,0,0,3500, wherever found
Flowering Plants,E,catesbaea melanocarpa ,no common name ,5000,0,0,5000, wherever found
Flowering Plants,E,chamaecrista glandulosa var. mirabilis ,no common name ,2000,0,0,2000, wherever found
Flowering Plants,E,cordia bellonis ,no common name ,8000,0,0,8000, wherever found
Flowering Plants,E,cranichis ricartii ,no common name ,2000,100,0,2100, wherever found
Flowering Plants,E,cyanea kauaulaensis ,no common name ,7432,0,0,7432, wherever found
Flowering Plants,E,cyperus fauriei ,no common name ,6067,0,0,6067, wherever found
Flowering Plants,E,cyperus neokunthianus ,no common name ,5914,0,0,5914, wherever found
Flowering Plants,E,cyperus pennatiformis ,no common name ,10207,0,0,10207, wherever found
Flowering Plants,E,cyrtandra nanawaleensis ,no common name ,6067,17766,0,23833, wherever found
Flowering Plants,E,cyrtandra wagneri ,no common name ,11843,0,0,11843, wherever found
Flowering Plants,E,ilex sintenisii ,no common name ,2500,0,0,2500, wherever found
Flowering Plants,E,daphnopsis hellerana ,no common name ,4500,0,0,4500, wherever found
Flowering Plants,E,delissea undulata ,no common name ,10789,0,0,10789, wherever found
Flowering Plants,T,dendrobium guamense ,no common name ,62275,58105,0,120380, wherever found
Flowering Plants,E,eugenia bryanii ,no common name ,17582,0,0,17582, wherever found
Flowering Plants,E,eugenia woodburyana ,no common name ,10500,0,0,10500, wherever found
Flowering Plants,E,festuca hawaiiensis ,no common name ,5914,32000,0,37914, wherever found
Flowering Plants,E,festuca molokaiensis ,no common name ,6198,0,0,6198, wherever found
Flowering Plants,T,geocarpon minimum ,no common name ,10000,6273,400,16673, wherever found
Flowering Plants,T,gesneria pauciflora ,no common name ,2000,0,0,2000, wherever found
Flowering Plants,E,gonocalyx concolor ,no common name ,1500,0,0,1500, wherever found
Flowering Plants,E,gouania hillebrandii ,no common name ,7060,0,0,7060, wherever found
Flowering Plants,E,gouania meyenii ,no common name ,9432,0,0,9432, wherever found
Flowering Plants,E,gouania vitifolia ,no common name ,14122,128415,0,142537, wherever found
Flowering Plants,E,hesperomannia arborescens ,no common name ,61239,128415,0,189654, wherever found
Flowering Plants,E,hesperomannia arbuscula ,no common name ,10162,128415,0,138577, wherever found
Flowering Plants,E,delissea rhytidosperma ,no common name ,10862,0,0,10862, wherever found
Flowering Plants,E,aristida chaseae ,no common name ,13000,0,0,13000, wherever found
Flowering Plants,E,phyllanthus saffordii ,no common name ,12826,0,0,12826, wherever found
Flowering Plants,E,phyllostegia brevidens ,no common name ,7432,62000,0,69432, wherever found
Flowering Plants,E,schiedea diffusa ssp. macraei ,no common name ,9896,0,0,9896, wherever found
Flowering Plants,E,schiedea diffusa subsp. diffusa ,no common name ,6379,0,0,6379, wherever found
Flowering Plants,E,schiedea haleakalensis ,no common name ,9065,62000,0,71065, wherever found
Flowering Plants,E,schiedea helleri ,no common name ,7319,0,0,7319, wherever found
Flowering Plants,E,schiedea hookeri ,no common name ,6390,13075,0,19465, wherever found
Flowering Plants,E,schiedea jacobii ,no common name ,8152,0,0,8152, wherever found
Flowering Plants,E,schiedea kaalae ,no common name ,11921,128415,0,140336, wherever found
Flowering Plants,E,schiedea kauaiensis ,no common name ,14999,0,0,14999, wherever found
Flowering Plants,E,schiedea laui ,no common name ,8641,0,0,8641, wherever found
Flowering Plants,E,schiedea lydgatei ,no common name ,6959,0,0,6959, wherever found
Flowering Plants,E,schiedea membranacea ,no common name ,12971,0,0,12971, wherever found
Flowering Plants,E,schiedea nuttallii ,no common name ,8537,128415,0,136952, wherever found
Flowering Plants,E,schiedea obovata ,no common name ,8438,128415,0,136853, wherever found
Flowering Plants,E,schiedea salicaria ,no common name ,6097,0,0,6097, wherever found
Flowering Plants,E,schiedea attenuata ,no common name ,9374,0,0,9374, wherever found
Flowering Plants,E,schiedea sarmentosa ,no common name ,6097,0,0,6097, wherever found
Flowering Plants,T,schiedea spergulina var. spergulina ,no common name ,8124,0,0,8124, wherever found
Flowering Plants,E,schiedea trinervis ,no common name ,6238,128415,0,134653, wherever found
Flowering Plants,E,schiedea verticillata ,no common name ,10204,0,0,10204, wherever found
Flowering Plants,E,schiedea viscosa ,no common name ,10412,0,0,10412, wherever found
Flowering Plants,T,schoepfia arenaria ,no common name ,9000,0,0,9000, wherever found
Flowering Plants,E,sicyos lanceoloideus ,no common name ,7432,0,0,7432, wherever found
Flowering Plants,E,silene alexandri ,no common name ,10573,0,0,10573, wherever found
Flowering Plants,T,silene hawaiiensis ,no common name ,7175,32000,0,39175, wherever found
Flowering Plants,E,silene lanceolata ,no common name ,7399,32000,0,39399, wherever found
Flowering Plants,E,silene perlmanii ,no common name ,9801,13075,0,22876, wherever found
Flowering Plants,E,spermolepis hawaiiensis ,no common name ,8132,48530,0,56662, wherever found
Flowering Plants,E,stenogyne angustifolia var. angustifolia ,no common name ,8654,32000,0,40654, wherever found
Flowering Plants,E,stenogyne bifida ,no common name ,9055,0,0,9055, wherever found
Flowering Plants,E,stenogyne campanulata ,no common name ,10882,0,0,10882, wherever found
Flowering Plants,E,schiedea spergulina var. leiopoda ,no common name ,9275,0,0,9275, wherever found
Flowering Plants,E,phyllostegia bracteata ,no common name ,8475,62000,0,70475, wherever found
Flowering Plants,E,santalum involutum ,no common name ,5914,0,0,5914, wherever found
Flowering Plants,E,sanicula purpurea ,no common name ,12596,0,0,12596, wherever found
Flowering Plants,E,phyllostegia floribunda ,no common name ,10432,0,0,10432, wherever found
Flowering Plants,E,phyllostegia glabra var. lanaiensis ,no common name ,9016,0,0,9016, wherever found
Flowering Plants,E,phyllostegia haliakalae ,no common name ,8254,62000,0,70254, wherever found
Flowering Plants,E,phyllostegia helleri ,no common name ,5914,0,0,5914,
Flowering Plants,E,phyllostegia hirsuta ,no common name ,60274,128415,0,188689, wherever found
Flowering Plants,E,phyllostegia hispida ,no common name ,10685,0,0,10685, wherever found
Flowering Plants,E,phyllostegia kaalaensis ,no common name ,8784,128415,0,137199, wherever found
Flowering Plants,E,phyllostegia knudsenii ,no common name ,9475,0,0,9475, wherever found
Flowering Plants,E,phyllostegia mannii ,no common name ,9823,0,0,9823, wherever found
Flowering Plants,E,phyllostegia mollis ,no common name ,9916,128415,0,138331, wherever found
Flowering Plants,E,phyllostegia parviflora ,no common name ,18038,0,0,18038, wherever found
Flowering Plants,E,phyllostegia pilosa ,no common name ,10176,0,0,10176, wherever found
Flowering Plants,E,phyllostegia renovans ,no common name ,11476,0,0,11476, wherever found
Flowering Plants,E,phyllostegia stachyoides ,no common name ,9264,2500,0,11764, wherever found
Flowering Plants,E,sanicula sandwicensis ,no common name ,6605,41900,0,48505, wherever found
Flowering Plants,E,phyllostegia velutina ,no common name ,8793,0,0,8793, wherever found
Flowering Plants,E,phyllostegia warshaueri ,no common name ,12704,0,0,12704, wherever found
Flowering Plants,E,phyllostegia wawrana ,no common name ,9475,0,0,9475, wherever found
Flowering Plants,E,platanthera holochila ,no common name ,13363,100,0,13463, wherever found
Flowering Plants,E,platydesma cornuta var. cornuta ,no common name ,56227,0,0,56227, wherever found
Flowering Plants,E,platydesma cornuta var. decurrens ,no common name ,7456,12875,0,20331, wherever found
Flowering Plants,E,platydesma remyi ,no common name ,11731,0,0,11731, wherever found
Flowering Plants,E,poa siphonoglossa ,no common name ,7309,0,0,7309, wherever found
Flowering Plants,E,polyscias bisattenuata ,no common name ,14839,0,0,14839, wherever found
Flowering Plants,E,polyscias flynnii ,no common name ,12862,0,0,12862, wherever found
Flowering Plants,E,polyscias lydgatei ,no common name ,9295,0,0,9295, wherever found
Flowering Plants,E,polyscias racemosa ,no common name ,56956,0,0,56956, wherever found
Flowering Plants,E,remya kauaiensis ,no common name ,8120,0,0,8120, wherever found
Flowering Plants,E,remya montgomeryi ,no common name ,10933,0,0,10933, wherever found
Flowering Plants,E,sanicula mariversa ,no common name ,6766,128415,0,135181, wherever found
Flowering Plants,E,phyllostegia waimeae ,no common name ,11044,0,0,11044, wherever found
Flowering Plants,E,amaranthus brownii ,no common name ,9462,0,0,9462, wherever found
Flowering Plants,E,agave eggersiana ,no common name ,4000,0,0,4000, wherever found
Flowering Plants,E,achyranthes mutica ,no common name ,6323,0,0,6323, wherever found
Flowering Plants,E,pritchardia viscosa ,lo`ulu ,11053,0,0,11053, wherever found
Flowering Plants,E,pritchardia bakeri ,"loulu, baker''s ",5914,0,0,5914, wherever found
Flowering Plants,E,pedicularis furbishiae ,"lousewort, furbish ",46345,0,6500,52845, wherever found
Flowering Plants,E,eragrostis fosbergii ,"love grass, fosberg's ",8263,0,0,8263, wherever found
Flowering Plants,E,lupinus tidestromii ,"lupine, clover ",0,3000,0,3000, wherever found
Flowering Plants,T,lupinus sulphureus ssp. kincaidii ,"lupine, kincaid's ",209299,271496,0,480795, wherever found
Flowering Plants,E,lupinus nipomensis ,"lupine, nipomo mesa ",17210,0,0,17210, wherever found
Flowering Plants,E,lupinus aridorum ,"lupine, scrub ",0,0,21000,21000, wherever found
Flowering Plants,E,alectryon macrococcus ,mahoe ,16034,145069,0,161103, wherever found
Flowering Plants,T,peucedanum sandwicense ,makou ,8574,5000,0,13574, wherever found
Flowering Plants,E,ranunculus hawaiensis ,makou ,6605,0,0,6605, wherever found
Flowering Plants,E,ranunculus mauiensis ,makou ,5914,0,0,5914, wherever found
Flowering Plants,E,malacothrix squalida ,"malacothrix, island ",0,100,0,100, wherever found
Flowering Plants,E,malacothrix indecora ,"malacothrix, santa cruz island ",2500,4027,0,6527, wherever found
Flowering Plants,E,pritchardia schattaueri ,lo`ulu ,10483,0,0,10483, wherever found
Flowering Plants,E,sphaeralcea gierischii ,"mallow, gierisch ",2000,19450,1500,22950, wherever found
Flowering Plants,T,calyptronoma rivalis ,"manaca, palma de ",4500,0,0,4500, wherever found
Flowering Plants,E,manihot walkerae ,"manioc, walker's ",7300,560,0,7860, wherever found
Flowering Plants,E,arctostaphylos glandulosa ssp. crassifolia ,"manzanita, del mar ",2000,420,0,2420, wherever found
Flowering Plants,E,arctostaphylos franciscana ,"manzanita, franciscan ",16500,60000,0,76500, wherever found
Flowering Plants,T,arctostaphylos myrtifolia ,"manzanita, ione ",27500,2931,0,30431, wherever found
Flowering Plants,T,arctostaphylos morroensis ,"manzanita, morro ",10461,500,0,10961, wherever found
Flowering Plants,T,arctostaphylos pallida ,"manzanita, pallid ",0,2600,0,2600, wherever found
Flowering Plants,E,arctostaphylos hookeri var. ravenii ,"manzanita, presidio ",2200,2000,0,4200, wherever found
Flowering Plants,E,arctostaphylos confertiflora ,"manzanita, santa rosa island ",2500,9659,0,12159, wherever found
Flowering Plants,E,native yellow hibiscus ,"ma`o hau hele, ",15869,129415,0,145284,
Flowering Plants,E,schiedea apokremnos ,ma`oli`oli ,7319,0,0,7319, wherever found
Flowering Plants,E,schiedea hawaiiensis ,ma`oli`oli ,10254,32000,0,42254, wherever found
Flowering Plants,E,schiedea kealiae ,ma`oli`oli ,6337,0,0,6337, wherever found
Flowering Plants,E,schiedea pubescens ,ma`oli`oli ,5914,0,0,5914, wherever found
Flowering Plants,E,eremalche kernensis ,"mallow, kern ",34140,24000,0,58140, wherever found
Flowering Plants,E,cyrtandra cyaneoides ,mapele ,7288,0,0,7288, wherever found
Flowering Plants,E,pritchardia remota ,lo`ulu ,13468,0,0,13468, wherever found
Flowering Plants,E,pritchardia munroi ,lo`ulu ,8313,0,0,8313, wherever found
Flowering Plants,E,plantago princeps ,kuahiwi laukahi ,18086,163769,0,181855, wherever found
Flowering Plants,E,schiedea lychnoides ,kuawawaenohu ,10361,0,0,10361, wherever found
Flowering Plants,E,isodendrion pyrifolium ,kula wahine noho ,49744,1000,0,50744, wherever found
Flowering Plants,E,nototrichium humile ,kulu`i ,8036,143069,0,151105, wherever found
Flowering Plants,E,spiranthes delitescens ,"ladies-tresses, canelo hills ",2000,4000,1500,7500, wherever found
Flowering Plants,E,spiranthes parksii ,"ladies-tresses, navasota ",15000,19300,0,34300, wherever found
Flowering Plants,T,spiranthes diluvialis ,"ladies'-tresses, ute ",141712,458843,1208,601763, wherever found
Flowering Plants,E,delphinium bakeri ,"larkspur, baker's ",10120,0,0,10120, wherever found
Flowering Plants,E,delphinium variegatum ssp. kinkiense ,"larkspur, san clemente island ",3319,174927,0,178246, wherever found
Flowering Plants,E,delphinium luteum ,"larkspur, yellow ",9900,0,0,9900, wherever found
Flowering Plants,E,panicum niihauense ,lau `ehu ,11044,49092,0,60136, wherever found
Flowering Plants,E,schiedea stellarioides ,laulihilihi ,12317,0,0,12317, wherever found
Flowering Plants,E,layia carnosa ,"layia, beach ",347719,356500,0,704219, wherever found
Flowering Plants,E,amorpha crenulata ,"lead-plant, crenulate ",6500,21700,8000,36200, wherever found
Flowering Plants,E,pritchardia napaliensis ,lo`ulu ,9337,0,0,9337, wherever found
Flowering Plants,E,clematis socialis ,"leather flower, alabama ",9000,0,2000,11000, wherever found
Flowering Plants,E,lysimachia daphnoides ,lehua makanoe ,21008,0,0,21008, wherever found
Flowering Plants,E,lessingia germanorum ,"lessingia, san francisco ",0,2100,0,2100,
Flowering Plants,E,acaena exigua ,liliwai ,2074,0,0,2074, wherever found
Flowering Plants,E,erythronium propullans ,"lily, minnesota dwarf trout ",1000,0,0,1000, wherever found
Flowering Plants,E,lilium pardalinum ssp. pitkinense ,"lily, pitkin marsh ",1650,0,0,1650, wherever found
Flowering Plants,E,lilium occidentale ,"lily, western ",65562,51000,0,116562, wherever found
Flowering Plants,E,dudleya traskiae ,"liveforever, santa barbara island ",2500,1000,0,3500, wherever found
Flowering Plants,E,lomatium cookii ,"lomatium, cook's ",32463,58500,0,90963, wherever found
Flowering Plants,E,lysimachia asperulaefolia ,"loosestrife, rough-leaved ",21000,147696,0,168696, wherever found
Flowering Plants,T,acmispon dendroideus var. traskiae ,"lotus, san clemente island ",3319,171430,0,174749,
Flowering Plants,E,pritchardia hardyi ,lo`ulu ,7309,0,0,7309, wherever found
Flowering Plants,E,pritchardia kaalae ,lo`ulu ,6373,128415,0,134788, wherever found
Flowering Plants,E,pritchardia lanigera ,lo`ulu ,7792,0,0,7792, wherever found
Flowering Plants,E,pritchardia maideniana ,lo`ulu ,14300,2000,0,16300, wherever found
Flowering Plants,E,clematis morefieldii ,"leather flower, morefield's ",3000,1302,0,4302,
Flowering Plants,T,calochortus tiburonensis ,"mariposa lily, tiburon ",1650,0,0,1650, wherever found
Flowering Plants,E,limnanthes floccosa ssp. californica ,"meadowfoam, butte county ",2500,800,0,3300, wherever found
Flowering Plants,E,limnanthes pumila ssp. grandiflora ,"meadowfoam, large-flowered woolly ",30022,0,0,30022, wherever found
Flowering Plants,T,aconitum noveboracense ,"monkshood, northern wild ",5100,1769,500,7369, wherever found
Flowering Plants,E,calystegia stebbinsii ,"morning-glory, stebbins' ",4150,8500,0,12650, wherever found
Flowering Plants,E,eriodictyon altissimum ,"mountainbalm, indian knob ",55579,2318,0,57897, wherever found
Flowering Plants,E,warea carteri ,"mustard, carter's ",0,200,4500,4700, wherever found
Flowering Plants,T,eutrema penlandii ,"mustard, penland alpine fen ",15409,16056,0,31465, wherever found
Flowering Plants,E,thelypodium stenopetalum ,"mustard, slender-petaled ",2500,200,0,2700, wherever found
Flowering Plants,E,dubautia kalalauensis ,naenae ,9395,0,0,9395, wherever found
Flowering Plants,E,dubautia kenwoodii ,naenae ,9344,0,0,9344, wherever found
Flowering Plants,E,dubautia herbstobatae ,na`ena`e ,6890,128415,0,135305, wherever found
Flowering Plants,E,dubautia imbricata ssp. imbricata ,na`ena`e ,7288,0,0,7288, wherever found
Flowering Plants,E,dubautia pauciflorula ,na`ena`e ,11927,0,0,11927, wherever found
Flowering Plants,E,dubautia plantaginea ssp. humilis ,na`ena`e ,10502,0,0,10502, wherever found
Flowering Plants,E,dubautia plantaginea ssp. magnifolia ,na`ena`e ,7288,0,0,7288, wherever found
Flowering Plants,E,dubautia waialealae ,na`ena`e ,9316,0,0,9316, wherever found
Flowering Plants,E,diplacus vandenbergensis ,"monkeyflower, vandenberg ",0,77500,0,77500, wherever found
Flowering Plants,E,viola kauaiensis var. wahiawaensis ,nani wai`ale`ale ,12961,0,0,12961, wherever found
Flowering Plants,E,gardenia remyi ,nanu ,7985,20700,0,28685, wherever found
Flowering Plants,E,scaevola coriacea ,"naupaka, dwarf ",9454,5000,0,14454, wherever found
Flowering Plants,E,navarretia leucocephala ssp. plieantha ,"navarretia, many-flowered ",2500,2400,0,4900, wherever found
Flowering Plants,T,navarretia fossalis ,"navarretia, spreading ",7722,41188,0,48910, wherever found
Flowering Plants,E,lipochaeta fauriei ,nehe ,7288,0,0,7288, wherever found
Flowering Plants,E,lipochaeta lobata var. leptophylla ,nehe ,6208,14604,0,20812, wherever found
Flowering Plants,E,lipochaeta micrantha ,nehe ,11133,0,0,11133, wherever found
Flowering Plants,E,lipochaeta waimeaensis ,nehe ,10762,0,0,10762, wherever found
Flowering Plants,E,melanthera kamolensis ,nehe ,7941,0,0,7941, wherever found
Flowering Plants,E,melanthera tenuifolia ,nehe ,6353,128415,0,134768, wherever found
Flowering Plants,E,eugenia koolauensis ,nioi ,54099,128415,0,182514, wherever found
Flowering Plants,E,nitrophila mohavensis ,"niterwort, amargosa ",11848,28000,0,39848, wherever found
Flowering Plants,E,abutilon eremitopetalum ,no common name ,9034,0,0,9034, wherever found
Flowering Plants,E,abutilon sandwicense ,no common name ,6208,229522,0,235730, wherever found
Flowering Plants,E,gardenia mannii ,nanu ,58087,128415,0,186502, wherever found
Flowering Plants,E,mimulus michiganensis ,"monkey-flower, michigan ",14000,1540,0,15540, wherever found
Flowering Plants,E,monardella viminea ,"monardella, willowy ",4252,172780,0,177032, wherever found
Flowering Plants,E,dicerandra frutescens ,"mint, scrub ",0,21700,1000,22700, wherever found
Flowering Plants,E,limnanthes vinculans ,"meadowfoam, sebastopol ",10670,41800,0,52470, wherever found
Flowering Plants,E,thalictrum cooleyi ,"meadowrue, cooley's ",11000,0,2200,13200, wherever found
Flowering Plants,E,flueggea neowawraea ,mehamehame ,57165,145069,0,202234, wherever found
Flowering Plants,E,pogogyne nudiuscula ,"mesa-mint, otay ",6952,2684,0,9636, wherever found
Flowering Plants,E,pogogyne abramsii ,"mesa-mint, san diego ",7359,66580,0,73939, wherever found
Flowering Plants,E,galactia smallii ,"milkpea, small's ",4500,0,700,5200, wherever found
Flowering Plants,E,astragalus applegatei ,"milk-vetch, applegate's ",52364,0,0,52364, wherever found
Flowering Plants,T,astragalus phoenix ,"milk-vetch, ash meadows ",14848,0,0,14848, wherever found
Flowering Plants,E,astragalus brauntonii ,"milk-vetch, braunton's ",84668,2684,0,87352, wherever found
Flowering Plants,E,astragalus clarianus ,"milk-vetch, clara hunt's ",1650,0,0,1650, wherever found
Flowering Plants,E,astragalus lentiginosus var. coachellae ,"milk-vetch, coachella valley ",18370,3500,0,21870, wherever found
Flowering Plants,E,astragalus albens ,"milk-vetch, cushenbury ",220,4500,0,4720, wherever found
Flowering Plants,T,astragalus desereticus ,"milkvetch, deseret ",3500,2250,0,5750, wherever found
Flowering Plants,T,astragalus lentiginosus var. piscinensis ,"milk-vetch, fish slough ",34320,11000,0,45320, wherever found
Flowering Plants,T,astragalus montii ,"milk-vetch, heliotrope ",23500,2250,0,25750, wherever found
Flowering Plants,E,schwalbea americana ,"chaffseed, american ",92244,108674,2500,203418, wherever found
Flowering Plants,E,astragalus holmgreniorum ,"milk-vetch, holmgren ",5567,12000,1500,19067, wherever found
Flowering Plants,E,dicerandra cornutissima ,"mint, longspurred ",0,0,6000,6000, wherever found
Flowering Plants,E,dicerandra immaculata ,"mint, lakela's ",2000,0,12000,14000, wherever found
Flowering Plants,E,dicerandra christmanii ,"mint, garrett's ",6000,0,700,6700, wherever found
Flowering Plants,T,asclepias welshii ,"milkweed, welsh's ",0,29100,1000,30100, wherever found
Flowering Plants,T,asclepias meadii ,"milkweed, mead's ",16963,181903,10800,209666, wherever found
Flowering Plants,E,astragalus pycnostachyus var. lanosissimus ,"milk-vetch, ventura marsh ",18517,4636,0,23153, wherever found
Flowering Plants,E,psychotria hobdyi ,kopiko ,7309,0,0,7309, wherever found
Flowering Plants,E,astragalus tricarinatus ,"milk-vetch, triple-ribbed ",4400,3000,0,7400, wherever found
Flowering Plants,E,astragalus cremnophylax var. cremnophylax ,"milk-vetch, sentry ",2000,80100,1000,83100, wherever found
Flowering Plants,T,astragalus magdalenae var. peirsonii ,"milk-vetch, peirson's ",17270,260000,0,277270, wherever found
Flowering Plants,E,astragalus osterhoutii ,"milkvetch, osterhout ",0,19312,0,19312, wherever found
Flowering Plants,E,astragalus humillimus ,"milk-vetch, mancos ",7200,8600,0,15800, wherever found
Flowering Plants,E,astragalus jaegerianus ,"milk-vetch, lane mountain ",0,171853,0,171853, wherever found
Flowering Plants,E,astragalus robbinsii var. jesupi ,"milk-vetch, jesup's ",20053,0,13000,33053, wherever found
Flowering Plants,E,astragalus ampullarioides ,"milk-vetch, shivwits ",6500,12000,0,18500, wherever found
Flowering Plants,E,achyranthes splendens var. rotundata ,"chaff-flower, round-leaved ",167952,0,0,167952, wherever found
Flowering Plants,E,stenogyne kaalae ssp. sherffii ,no common name ,7181,0,0,7181, wherever found
Flowering Plants,E,ceanothus roderickii ,"ceanothus, pine hill ",4150,8000,0,12150, wherever found
Flowering Plants,E,xylosma crenatum ,no common name ,13975,0,0,13975, wherever found
Flowering Plants,E,wikstroemia villosa ,no common name ,5914,20700,0,26614, wherever found
Flowering Plants,E,wikstroemia skottsbergiana ,no common name ,5914,0,0,5914,
Flowering Plants,E,viola oahuensis ,no common name ,53847,0,0,53847, wherever found
Flowering Plants,E,viola lanaiensis ,no common name ,8956,0,0,8956, wherever found
Flowering Plants,E,viola helenae ,no common name ,10933,0,0,10933, wherever found
Flowering Plants,E,vigna o,no common name ,22163,0,0,22163,wahuensis) 
Flowering Plants,E,vernonia proctorii ,no common name ,12000,0,0,12000, wherever found
Flowering Plants,T,varronia rupicola ,no common name ,6500,0,0,6500, wherever found
Flowering Plants,E,geranium hanaense ,nohoanu ,6198,20700,0,26898, wherever found
Flowering Plants,T,tuberolabium guamense ,no common name ,153535,53315,0,206850, wherever found
Flowering Plants,E,tinospora homosepala ,no common name ,12847,0,0,12847, wherever found
Flowering Plants,T,tetramolopium rockii ,no common name ,12309,5000,0,17309, wherever found
Flowering Plants,E,tetramolopium remyi ,no common name ,9055,0,0,9055, wherever found
Flowering Plants,E,tetramolopium lepidotum ssp. lepidotum ,no common name ,8486,11750,0,20236, wherever found
Flowering Plants,E,tetramolopium filiforme ,no common name ,7562,128415,0,135977, wherever found
Flowering Plants,E,tetramolopium arenarium ,no common name ,7375,32000,0,39375, wherever found
Flowering Plants,E,ternstroemia subsessilis ,no common name ,2500,0,0,2500, wherever found
Flowering Plants,T,tabernaemontana rotensis ,no common name ,36833,53215,0,90048, wherever found
Flowering Plants,E,stenogyne kealiae ,no common name ,10882,0,0,10882, wherever found
Flowering Plants,E,trematolobelia singularis ,no common name ,6735,0,0,6735, wherever found
Flowering Plants,E,geranium hillebrandii ,nohoanu ,7801,0,0,7801, wherever found
Flowering Plants,E,geranium kauaiense ,nohoanu ,22154,0,0,22154, wherever found
Flowering Plants,E,geranium multiflorum ,nohoanu ,7414,20700,0,28114, wherever found
Flowering Plants,E,orcuttia pilosa ,"orcutt grass, hairy ",10670,2373,0,13043, wherever found
Flowering Plants,E,orcuttia californica ,"orcutt grass, california ",6809,37454,0,44263, wherever found
Flowering Plants,T,platanthera integrilabia ,"orchid, white fringeless ",15000,32400,4000,51400,
Flowering Plants,T,platanthera praeclara ,"orchid, western prairie fringed ",39572,40819,1800,82191, wherever found
Flowering Plants,T,platanthera leucophaea ,"orchid, eastern prairie fringed ",110202,16043,3100,129345, wherever found
Flowering Plants,E,urera kaalae ,opuhe ,9852,0,0,9852, wherever found
Flowering Plants,E,allium munzii ,"onion, munz's ",1133,0,0,1133, wherever found
Flowering Plants,E,brighamia insignis ,olulu ,10862,0,0,10862, wherever found
Flowering Plants,E,polyscias gymnocarpa ,`ohe`ohe ,57600,0,0,57600, wherever found
Flowering Plants,E,joinvillea ascendens ascendens ,`ohe ,55830,20700,0,76530, wherever found
Flowering Plants,E,clermontia samuelii ,`oha wai ,8436,62000,0,70436, wherever found
Flowering Plants,E,clermontia pyrularia ,`oha wai ,20110,0,0,20110, wherever found
Flowering Plants,E,clermontia peleana ,`oha wai ,19821,4000,0,23821, wherever found
Flowering Plants,E,clermontia oblongifolia ssp. mauiensis ,`oha wai ,7902,0,0,7902, wherever found
Flowering Plants,E,clermontia oblongifolia ssp. brevipes ,`oha wai ,9741,0,0,9741, wherever found
Flowering Plants,E,clermontia lindseyana ,`oha wai ,18739,2500,0,21239, wherever found
Flowering Plants,E,clermontia drepanomorpha ,`oha wai ,6379,0,0,6379, wherever found
Flowering Plants,E,sesbania tomentosa ,ohai ,21981,6552,0,28533, wherever found
Flowering Plants,E,delissea subcordata ,oha ,12321,128415,0,140736, wherever found
Flowering Plants,T,quercus hinckleyi ,"oak, hinckley ",500,0,0,500, wherever found
Flowering Plants,E,cyanea horrida ,"nui, haha ",9945,20700,0,30645, wherever found
Flowering Plants,E,stenogyne kauaulaensis ,no common name ,10015,0,0,10015, wherever found
Flowering Plants,E,suaeda californica ,"seablite, california ",16261,4000,0,20261,
Flowering Plants,T,halophila johnsonii ,"seagrass, johnson's ",0,547624,200,547824, wherever found
Flowering Plants,E,carex lutea ,"sedge, golden ",13000,0,0,13000, wherever found
Flowering Plants,E,rhus michauxii ,"sumac, michaux's ",55500,169838,3000,228338, wherever found
