Group,Status,Scientific Name,Inverted Common Name,FWS 2017,Other Fed 2017,States 2017,Total 2017,Area
Flowering Plants,E,pseudobahia bahiifolia ,"sunburst, hartweg's golden ",0,4959,0,4959, wherever found
Flowering Plants,T,pseudobahia peirsonii ,"sunburst, san joaquin adobe ",12870,13373,0,26243, wherever found
Flowering Plants,T,"puzzle, paradox ","sunflower, pecos ",5500,9500,0,15000,
Flowering Plants,E,eriophyllum latilobum ,"sunflower, san mateo woolly ",9020,2500,0,11520, wherever found
Flowering Plants,E,helianthus schweinitzii ,"sunflower, schweinitz's ",35500,12062,0,47562, wherever found
Flowering Plants,E,helianthus verticillatus ,"sunflower, whorled ",5500,100,5000,10600,
Flowering Plants,T,enceliopsis nudicaulis var. corrugata ,"sunray, ash meadows ",14856,100,0,14956, wherever found
Flowering Plants,E,blennosperma bakeri ,"sunshine, sonoma ",10670,40300,0,50970, wherever found
Flowering Plants,E,taraxacum californicum ,"taraxacum, california ",0,100,0,100, wherever found
Flowering Plants,E,stenogyne cranwelliae ,no common name ,7990,0,0,7990, wherever found
Flowering Plants,E,deinandra increscens ssp. villosa ,"tarplant, gaviota ",2605,50100,0,52705, wherever found
Flowering Plants,T,deinandra ,"tarplant, otay ",10038,12468,0,22506,
Flowering Plants,T,holocarpha macradenia ,"tarplant, santa cruz ",22720,8900,0,31620, wherever found
Flowering Plants,T,thelypodium howellii ssp. spectabilis ,"thelypody, howell''s spectacular ",73503,200,0,73703, wherever found
Flowering Plants,E,cirsium fontinale var. obispoense ,"thistle, chorro creek bog ",3188,100,0,3288, spectabilis) 
Flowering Plants,E,cirsium fontinale var. fontinale ,"thistle, fountain ",9020,100,0,9120, wherever found
Flowering Plants,E,cirsium loncholepis ,"thistle, la graciosa ",81949,67784,0,149733, wherever found
Flowering Plants,T,cirsium pitcheri ,"thistle, pitcher's ",27500,100756,500,128756, wherever found
Flowering Plants,T,cirsium vinaceum ,"thistle, sacramento mountains ",1000,100,0,1100, wherever found
Flowering Plants,E,cirsium hydrophilum var. hydrophilum ,"thistle, suisun ",27648,5700,0,33348, wherever found
Flowering Plants,E,hackelia venusta ,"stickseed, showy ",452,200,0,652, wherever found
Flowering Plants,E,orcuttia viscida ,"orcutt grass, sacramento ",15150,3200,0,18350, wherever found
Flowering Plants,E,chamaesyce deltoidea serpyllum ,"spurge, wedge ",3000,700,700,4400, wherever found
Flowering Plants,T,chamaesyce hooveri ,"spurge, hoover's ",7370,945,0,8315, wherever found
Flowering Plants,T,carex specuicola ,"sedge, navajo ",1100,4700,500,6300, wherever found
Flowering Plants,T,argythamnia blodgettii ,"silverbush, blodgett's ",200,9605,5000,14805, wherever found
Flowering Plants,E,ka'u ,"silversword, mauna loa ",11253,5000,0,16253,
Flowering Plants,T,centaurium namophilum ,"centaury, spring-loving ",19636,0,0,19636, wherever found
Flowering Plants,T,scutellaria floridana ,"skullcap, florida ",6000,1100,400,7500, wherever found
Flowering Plants,T,scutellaria montana ,"skullcap, large-flowered ",7500,32141,10000,49641, wherever found
Flowering Plants,E,ipomopsis polyantha ,"skyrocket, pagosa ",13575,12456,31530,57561, wherever found
Flowering Plants,E,eryngium cuneifolium ,snakeroot ,0,21700,900,22600, wherever found
Flowering Plants,T,helenium virginicum ,"sneezeweed, virginia ",1800,500,0,2300, wherever found
Flowering Plants,E,styrax texanus ,"snowbells, texas ",9500,100,0,9600, wherever found
Flowering Plants,E,chorizanthe pungens var. hartwegiana ,"spineflower, ben lomond ",18629,9600,0,28229, wherever found
Flowering Plants,E,chorizanthe howellii ,"spineflower, howell's ",11440,0,0,11440, wherever found
Flowering Plants,T,chorizanthe pungens var. pungens ,"spineflower, monterey ",78040,100033,0,178073, wherever found
Flowering Plants,E,chorizanthe orcuttiana ,"spineflower, orcutt's ",62232,107398,0,169630, wherever found
Flowering Plants,E,chorizanthe robusta var. robusta ,"spineflower, robust ",3904,4000,0,7904, wherever found
Flowering Plants,E,chorizanthe robusta var. hartwegii ,"spineflower, scotts valley ",19242,3200,0,22442, wherever found
Flowering Plants,E,dodecahema leptoceras ,"spineflower, slender-horned ",1683,2684,0,4367, wherever found
Flowering Plants,E,chorizanthe valida ,"spineflower, sonoma ",1650,1200,0,2850, wherever found
Flowering Plants,T,spiraea virginiana ,"spiraea, virginia ",36767,5131,10325,52223, wherever found
Flowering Plants,E,chamaesyce deltoidea ssp. deltoidea ,"spurge, deltoid ",4000,200,200,4400, wherever found
Flowering Plants,T,chamaesyce garberi ,"spurge, garber's ",6000,4090,3500,13590, wherever found
Flowering Plants,T,euphorbia telephioides ,"spurge, telephus ",6000,73331,7000,86331, wherever found
Flowering Plants,T,orcuttia inaequalis ,"orcutt grass, san joaquin ",15400,3018,0,18418, wherever found
Flowering Plants,T,orcuttia tenuis ,"orcutt grass, slender ",12210,8400,0,20610, wherever found
Flowering Plants,T,castilleja campestris ssp. succulenta ,"owl's-clover, fleshy ",19030,4473,0,23503, wherever found
Flowering Plants,E,calamagrostis hillebrandii ,"reedgrass, hillegrand's ",5853,0,0,5853, wherever found
Flowering Plants,E,baptisia arachnifera ,"rattleweed, hairy ",16500,0,20000,36500, wherever found
Flowering Plants,T,packera franciscana ,"ragwort, san francisco peaks ",1500,200,500,2200, wherever found
Flowering Plants,E,cyperus trachysanthos ,pu`uka`a ,6224,18350,0,24574, wherever found
Flowering Plants,T,calyptridium pulchellum ,"pussypaws, mariposa ",9020,0,0,9020, wherever found
Flowering Plants,E,brighamia rockii ,pua `ala ,9792,500,0,10292, wherever found
Flowering Plants,T,primula maguirei ,"primrose, maguire ",500,2250,0,2750, wherever found
Flowering Plants,E,zanthoxylum thomasianum ,"prickly-ash, st. thomas ",5000,0,0,5000, wherever found
Flowering Plants,E,cereus eriophorus var. fragrans ,"prickly-apple, fragrant ",0,1000,700,1700, wherever found
Flowering Plants,E,harrisia ,"prickly-apple, aboriginal ",0,0,200,200,
Flowering Plants,E,dalea foliosa ,"prairie-clover, leafy ",16000,2434,0,18434, wherever found
Flowering Plants,E,potentilla hickmanii ,"potentilla, hickman's ",6507,115000,0,121507, wherever found
Flowering Plants,T,apios priceana ,"potato-bean, price's ",32500,53326,0,85826,
Flowering Plants,E,argemone pleiacantha ssp. pinnatisecta ,"poppy, sacramento prickly ",1000,25620,0,26620, wherever found
Flowering Plants,E,callirhoe scabriuscula ,"poppy-mallow, texas ",500,100,0,600, wherever found
Flowering Plants,E,solanum incompletum ,popolo ku mai ,10076,32000,0,42076, wherever found
Flowering Plants,E,solanum nelsonii ,popolo ,3985,5000,0,8985, wherever found
Flowering Plants,E,cyanea solanacea ,popolo ,9640,0,0,9640, wherever found
Flowering Plants,E,plagiobothrys hirtus ,"popcornflower, rough ",119021,0,0,119021, wherever found
Flowering Plants,E,creek ,"pondweed, little aguja ",500,0,0,500,
Flowering Plants,E,lindera melissifolia ,pondberry ,30500,34102,5300,69902, wherever found
Flowering Plants,E,calamagrostis expansa ,"reedgrass, maui ",5853,20700,0,26553, wherever found
Flowering Plants,E,polygonum hickmanii ,"polygonum, scotts valley ",64085,9600,0,73685, wherever found
Flowering Plants,E,schoenocrambe barnebyi ,"reed-mustard, barneby ",2000,3450,0,5450, wherever found
Flowering Plants,E,schoenocrambe suffrutescens ,"reed-mustard, shrubby ",2000,11993,0,13993, wherever found
Flowering Plants,E,arenaria cumberlandensis ,"sandwort, cumberland ",7500,2506,0,10006, wherever found
Flowering Plants,E,abronia macrocarpa ,"sand-verbena, large-fruited ",10100,100,0,10200, wherever found
Flowering Plants,E,polygonella myriophylla ,sandlace ,0,21700,3500,25200, wherever found
Flowering Plants,E,`iliahi ,"sandalwood, lanai ",17803,2000,0,19803,
Flowering Plants,T,helianthemum greenei ,"rush-rose, island ",2720,8059,0,10779, wherever found
Flowering Plants,E,hoffmannseggia tenella ,"rush-pea, slender ",34500,0,0,34500, wherever found
Flowering Plants,T,rhodiola integrifolia ssp. leedyi ,"roseroot, leedy's ",5000,808,0,5808, wherever found
Flowering Plants,E,conradina brevifolia ,"rosemary, short-leaved ",0,0,6000,6000, wherever found
Flowering Plants,E,conradina etonia ,"rosemary, etonia ",7500,0,6500,14000, wherever found
Flowering Plants,T,conradina verticillata ,"rosemary, cumberland ",5000,2704,0,7704, wherever found
Flowering Plants,E,conradina glabra ,"rosemary, apalachicola ",8000,21700,12500,42200, wherever found
Flowering Plants,T,hibiscus dasycalyx ,"rose-mallow, neches river ",7600,0,18671,26271, wherever found
Flowering Plants,E,arabis serotina ,"rock cress, shale barren ",13213,200,6683,20096, wherever found
Flowering Plants,E,sibara filifolia ,"rockcress, santa cruz island ",3649,163314,0,166963, wherever found
Flowering Plants,E,arabis macdonaldiana ,"rock-cress, mcdonald's ",2762,4200,0,6962, wherever found
Flowering Plants,E,arabis hoffmannii ,"rock-cress, hoffmann's ",2500,12185,0,14685, wherever found
Flowering Plants,T,arabis georgiana ,"rockcress, georgia ",4000,6300,2000,12300, wherever found
Flowering Plants,E,arabis perstellata ,"rock-cress, braun's ",17000,3334,0,20334, wherever found
Flowering Plants,E,lepidium barnebyanum ,"ridge-cress, barneby ",0,2450,0,2450, wherever found
Flowering Plants,E,rhododendron chapmanii ,"rhododendron, chapman ",0,22200,400,22600, wherever found
Flowering Plants,E,remya mauiensis ,"remya, maui ",6949,0,0,6949, wherever found
Flowering Plants,T,schoenocrambe argillacea ,"reed-mustard, clay ",2000,14292,0,16292, wherever found
Flowering Plants,T,acanthomintha ilicifolia ,"thornmint, san diego ",12900,2684,0,15584, wherever found
Flowering Plants,E,polygala smallii ,"polygala, tiny ",5000,0,200,5200, wherever found
Flowering Plants,T,isotria medeoloides ,"pogonia, small whorled ",175375,22928,6200,204503, wherever found
Flowering Plants,E,aristida portoricensis ,pelos del diablo ,13000,0,0,13000, wherever found
Flowering Plants,E,chamaecrista lineata keyensis ,"pea, big pine partridge ",3500,400,700,4600, wherever found
Flowering Plants,E,deeringothamnus rugelii ,"pawpaw, rugel's ",4500,0,1500,6000, wherever found
Flowering Plants,E,asimina tetramera ,"pawpaw, four-petal ",0,9000,900,9900, wherever found
Flowering Plants,E,deeringothamnus pulchellus ,"pawpaw, beautiful ",0,100,5000,5100, wherever found
Flowering Plants,E,hedyotis megalantha ,paudedo ,7432,0,0,7432, wherever found
Flowering Plants,E,charpentiera densiflora ,papala ,5853,0,0,5853, wherever found
Flowering Plants,E,panicum fauriei var. carteri ,"panicgrass, carter's ",8316,1000,0,9316, wherever found
Flowering Plants,E,viola chamissoniana ssp. chamissoniana ,pamakani ,6910,140165,0,147075, wherever found
Flowering Plants,E,tetramolopium capillare ,pamakani ,9770,0,0,9770, wherever found
Flowering Plants,E,ottoschulzia rhodoxylon ,palo de rosa ,13000,0,0,13000, wherever found
Flowering Plants,E,banara vanderbiltii ,palo de ramon ,6500,0,0,6500, wherever found
Flowering Plants,E,cornutia obovata ,palo de nigua ,10000,0,0,10000, wherever found
Flowering Plants,E,styrax portoricensis ,palo de jazmin ,3000,0,0,3000, wherever found
Flowering Plants,E,ternstroemia luquillensis ,palo colorado ,3000,0,0,3000, wherever found
Flowering Plants,E,castilleja affinis ssp. neglecta ,"paintbrush, tiburon ",10670,3400,0,14070, wherever found
Flowering Plants,E,castilleja mollis ,"paintbrush, soft-leaved ",2500,10159,0,12659, wherever found
Flowering Plants,T,castilleja grisea ,"paintbrush, san clemente island ",3319,163511,0,166830, wherever found
Flowering Plants,T,castilleja levisecta ,"paintbrush, golden ",320918,174774,0,495692, wherever found
Flowering Plants,E,astelia waialealae ,pa`iniu ,28689,0,0,28689, wherever found
Flowering Plants,E,oxytheca parishii var. goodmaniana ,"oxytheca, cushenbury ",250,4500,0,4750, wherever found
Flowering Plants,E,thlaspi californicum ,"penny-cress, kneeland prairie ",27500,200,0,27700, wherever found
Flowering Plants,E,polygala lewtonii ,"polygala, lewton's ",0,0,17500,17500, wherever found
Flowering Plants,E,hedeoma todsenii ,"pennyroyal, todsen's ",3000,78100,0,81100, wherever found
Flowering Plants,E,pentachaeta lyonii ,"pentachaeta, lyon's ",30692,100,0,30792, wherever found
Flowering Plants,E,portulaca sclerocarpa ,po`e ,8931,36000,0,44931, wherever found
Flowering Plants,E,prunus geniculata ,"plum, scrub ",6500,21700,5000,33200, wherever found
Flowering Plants,E,sarracenia rubra ssp. jonesii ,"pitcher-plant, mountain sweet ",20000,9254,0,29254, wherever found
Flowering Plants,E,sarracenia oreophila ,"pitcher-plant, green ",4500,4420,0,8920, wherever found
Flowering Plants,E,sarracenia rubra ssp. alabamensis ,"pitcher-plant, alabama canebrake ",4000,0,0,4000, wherever found
Flowering Plants,E,echinocereus viridiflorus var. davisii ,"pitaya, davis' green ",500,0,0,500, wherever found
Flowering Plants,E,piperia yadonii ,"piperia, yadon's ",32841,104535,0,137376, wherever found
Flowering Plants,T,helonias bullata ,"pink, swamp ",153030,41395,6000,200425, wherever found
Flowering Plants,E,spigelia gentianoides ,"pinkroot, gentian ",3500,22270,7500,33270, wherever found
Flowering Plants,E,platydesma rostrata ,pilo kea lau li`i ,7309,0,0,7309, wherever found
Flowering Plants,E,kadua laxiflora ,pilo ,7432,0,0,7432, wherever found
Flowering Plants,T,clitoria fragrans ,pigeon wings ,0,198008,6000,204008, wherever found
Flowering Plants,E,phlox hirsuta ,"phlox, yreka ",506550,0,0,506550, wherever found
Flowering Plants,E,phlox nivalis ssp. texensis ,"phlox, texas trailing ",11000,5000,0,16000, wherever found
Flowering Plants,E,phacelia formosula ,"phacelia, north park ",1541,15806,0,17347, wherever found
Flowering Plants,E,phacelia insularis ssp. insularis ,"phacelia, island ",2500,11985,0,14485, wherever found
Flowering Plants,T,phacelia submutica ,"phacelia, debeque ",2201,7100,1108,10409, wherever found
Flowering Plants,E,phacelia argillacea ,"phacelia, clay ",12500,0,0,12500, wherever found
Flowering Plants,T,lepidium papilliferum ,"peppergrass, slickspot ",332116,473975,45040,851131,
Flowering Plants,E,peperomia wheeleri ,"peperomia, wheeler's ",2500,0,0,2500, wherever found
Flowering Plants,E,pentachaeta bellidiflora ,"pentachaeta, white-rayed ",0,1700,0,1700, wherever found
Flowering Plants,E,penstemon haydenii ,"penstemon, blowout ",49516,93934,10100,153550, wherever found
Flowering Plants,E,arenaria paludicola ,"sandwort, marsh ",16494,7954,0,24448, wherever found
Flowering Plants,E,acanthomintha obovata ssp. duttonii ,"thornmint, san mateo ",0,1547,0,1547, wherever found
Flowering Plants,T,townsendia aprica ,"townsendia, last chance ",1000,4350,0,5350, wherever found
Flowering Plants,T,physaria filiformis ,"bladderpod, missouri ",9500,35840,500,45840, wherever found
Flowering Plants,E,lesquerella kingii ssp. bernardina ,"bladderpod, san bernardino mountains ",0,200,0,200, wherever found
Flowering Plants,E,physaria globosa ,"bladderpod, short's ",42500,9727,1200,53427, wherever found
Flowering Plants,E,lesquerella perforata ,"bladderpod, spring creek ",4000,2400,0,6400, wherever found
Flowering Plants,E,lesquerella pallida ,"bladderpod, white ",5000,200,0,5200, wherever found
Flowering Plants,T,physaria douglasii ssp. tuplashensis ,"bladderpod, white bluffs ",36200,400,0,36600, wherever found
Flowering Plants,E,lesquerella thamnophila ,"bladderpod, zapata ",2800,400,0,3200, wherever found
Flowering Plants,T,mentzelia leucophylla ,"blazingstar, ash meadows ",14848,0,0,14848, wherever found
Flowering Plants,T,liatris helleri ,"blazingstar, heller's ",5000,3600,0,8600, wherever found
Flowering Plants,T,lesquerella lyrata ,"bladderpod, lyrate ",0,200,0,200, wherever found
Flowering Plants,E,liatris ohlingerae ,"blazingstar, scrub ",0,100,5500,5600, wherever found
Flowering Plants,E,poa sandvicensis ,"bluegrass, hawaiian ",7309,0,0,7309, wherever found
Flowering Plants,E,poa mannii ,"bluegrass, mann's ",7309,0,0,7309, wherever found
Flowering Plants,E,poa napensis ,"bluegrass, napa ",10120,0,0,10120, wherever found
Flowering Plants,E,poa atropurpurea ,"bluegrass, san bernardino ",4433,500,0,4933, wherever found
Flowering Plants,E,amsonia kearneyana ,"blue-star, kearney's ",500,4600,500,5600, wherever found
Flowering Plants,E,hedyotis purpurea var. montana ,"bluet, roan mountain ",2700,0,0,2700, wherever found
Flowering Plants,T,bonamia grandiflora ,"bonamia, florida ",7500,21700,3000,32200, wherever found
Flowering Plants,E,buxus vahlii ,"boxwood, vahl's ",6000,0,0,6000, wherever found
Flowering Plants,E,brickellia mosieri ,"brickell-bush, florida ",1500,100,1200,2800, wherever found
Flowering Plants,T,trichostema austromontanum ssp. compactum ,"bluecurls, hidden lake ",30000,0,0,30000, wherever found
Flowering Plants,E,lesquerella tumulosa ,"bladderpod, kodachrome ",2000,3950,0,5950, wherever found
Flowering Plants,T,lesquerella congesta ,"bladderpod, dudley bluffs ",4403,12956,1108,18467, wherever found
Flowering Plants,E,cardamine micranthera ,"bittercress, small-anthered ",700,200,0,900, wherever found
Flowering Plants,T,baccharis vanessae ,"baccharis, encinitas ",2343,100,0,2443, wherever found
Flowering Plants,T,marshallia mohrii ,"barbara's buttons, mohr's ",1500,922,4000,6422, wherever found
Flowering Plants,E,berberis pinnata ssp. insularis ,"barberry, island ",21067,5878,0,26945, wherever found
Flowering Plants,E,berberis nevinii ,"barberry, nevin's ",0,700,0,700, wherever found
Flowering Plants,E,trichilia triacantha ,bariaco ,7500,0,0,7500, wherever found
Flowering Plants,T,rhynchospora knieskernii ,"beaked-rush, knieskern's ",22150,80560,0,102710, wherever found
Flowering Plants,E,mucuna sloanei var. persericea ,"bean, sea ",7607,0,0,7607, wherever found
Flowering Plants,T,penstemon debilis ,"beardtongue, parachute ",1541,10206,19550,31297, wherever found
Flowering Plants,E,penstemon penlandii ,"beardtongue, penland ",0,11056,0,11056, wherever found
Flowering Plants,E,nolina brittoniana ,"beargrass, britton's ",0,21700,11000,32700, wherever found
Flowering Plants,E,arctomecon humilis ,"bear-poppy, dwarf ",10000,13516,0,23516, wherever found
Flowering Plants,E,harperocallis flava ,"beauty, harper's ",7500,21700,18000,47200, wherever found
Flowering Plants,E,galium californicum ssp. sierrae ,"bedstraw, el dorado ",1650,17300,0,18950, wherever found
Flowering Plants,E,galium buxifolium ,"bedstraw, island ",0,8059,0,8059, wherever found
Flowering Plants,E,campanula robinsiae ,"bellflower, brooksville ",0,0,3500,3500, wherever found
Flowering Plants,T,betula uber ,"birch, virginia round-leaf ",700,0,0,700, wherever found
Flowering Plants,E,cordylanthus palmatus ,"bird's beak, palmate-bracted ",9790,14300,0,24090, wherever found
Flowering Plants,E,cordylanthus tenuis ssp. capillaris ,"bird's-beak, pennell's ",1650,0,0,1650, wherever found
Flowering Plants,E,cordylanthus maritimus ssp. maritimus ,"bird's-beak, salt marsh ",26542,106996,0,133538, wherever found
Flowering Plants,E,cordylanthus mollis ssp. mollis ,"bird's-beak, soft ",32778,117200,0,149978, wherever found
Flowering Plants,T,macbridea alba ,"birds-in-a-nest, white ",3500,1100,900,5500, wherever found
Flowering Plants,T,brodiaea pallida ,"brodiaea, chinese camp ",47520,1200,0,48720, wherever found
Flowering Plants,T,brodiaea filifolia ,"brodiaea, thread-leaved ",233899,1342,0,235241, wherever found
Flowering Plants,E,eriogonum ovalifolium var. vineum ,"buckwheat, cushenbury ",220,0,0,220, wherever found
Flowering Plants,E,incl. irish hill ,"buckwheat, ione ",24500,0,0,24500,
Flowering Plants,T,coryphantha sneedii var. leei ,"cactus, lee pincushion ",17959,0,0,17959, wherever found
Flowering Plants,T,echinomastus mariposensis ,"cactus, lloyd's mariposa ",1000,1000,0,2000, wherever found
Flowering Plants,T,sclerocactus mesae,"cactus, mesa verde ",7420,15875,0,23295,verdae) 
Flowering Plants,E,coryphantha minima ,"cactus, nellie cory ",1000,0,0,1000, wherever found
Flowering Plants,E,echinocactus horizonthalonius var. nicholii ,"cactus, nichol's turk's head ",300,2200,500,3000, wherever found
Flowering Plants,T,sclerocactus brevispinus ,"cactus, pariette ",36000,7076,0,43076, wherever found
Flowering Plants,E,pediocactus peeblesianus var. peeblesianus ,"cactus, peebles navajo ",200,16300,2000,18500, wherever found
Flowering Plants,E,coryphantha scheeri var. robustispina ,"cactus, pima pineapple ",12500,77765,3500,93765, wherever found
Flowering Plants,E,pediocactus despainii ,"cactus, san rafael ",16500,21900,0,38400, wherever found
Flowering Plants,T,pediocactus ,"cactus, siler pincushion ",4000,18150,1500,23650,
Flowering Plants,E,coryphantha sneedii var. sneedii ,"cactus, sneed pincushion ",500,18000,0,18500, wherever found
Flowering Plants,E,astrophytum asterias ,"cactus, star ",6400,200,0,6600, wherever found
Flowering Plants,E,sclerocactus brevihamatus ssp. tobuschii ,"cactus, tobusch fishhook ",125000,500,0,125500, wherever found
Flowering Plants,T,sclerocactus wetlandicus ,"cactus, uinta basin hookless ",47500,14186,0,61686, wherever found
Flowering Plants,T,pediocactus winkleri ,"cactus, winkler ",15500,33400,0,48900, wherever found
Flowering Plants,E,sclerocactus wrightiae ,"cactus, wright fishhook ",7500,74400,0,81900, wherever found
Flowering Plants,E,silene polypetala ,"campion, fringed ",1000,0,6700,7700, wherever found
Flowering Plants,E,callicarpa ampla ,capa rosa ,2500,0,0,2500, wherever found
Flowering Plants,T,silene spaldingii ,"catchfly, spalding's ",476313,28922,46970,552205, wherever found
Flowering Plants,E,cryptantha crassipes ,"cat's-eye, terlingua creek ",500,0,0,500, wherever found
Flowering Plants,E,ceanothus ferrisae ,"ceanothus, coyote ",16390,4000,0,20390, wherever found
Flowering Plants,E,echinocereus fendleri var. kuenzleri ,"cactus, kuenzler hedgehog ",32000,95300,0,127300, wherever found
Flowering Plants,E,ayenia limitaris ,"ayenia, texas ",46500,200,0,46700, wherever found
Flowering Plants,E,pediocactus knowltonii ,"cactus, knowlton's ",10921,5800,3125,19846, wherever found
Flowering Plants,E,consolea corallicola ,"cactus, florida semaphore ",4500,3600,600,8700, wherever found
Flowering Plants,T,eriogonum longifolium var. gnaphalifolium ,"buckwheat, scrub ",0,0,12000,12000, wherever found
Flowering Plants,E,eriogonum ovalifolium var. williamsiae ,"buckwheat, steamboat ",36608,28407,0,65015, wherever found
Flowering Plants,T,eriogonum codium ,"buckwheat, umtanum desert ",0,1050,0,1050, wherever found
Flowering Plants,E,scirpus ancistrochaetus ,"bulrush, northeastern ",70214,34400,852,105466, wherever found
Flowering Plants,T,lespedeza leptostachya ,"bush-clover, prairie ",3500,6585,1300,11385, wherever found
Flowering Plants,E,malacothamnus clementinus ,"bush-mallow, san clemente island ",3319,236089,0,239408, wherever found
Flowering Plants,E,malacothamnus fasciculatus var. nesioticus ,"bush-mallow, santa cruz island ",0,11985,0,11985, wherever found
Flowering Plants,E,ranunculus aestivalis ,"buttercup, autumn ",5500,5950,0,11450,
Flowering Plants,T,gaura neomexicana var. coloradensis ,"butterfly plant, colorado ",84244,67313,100,151657, wherever found
Flowering Plants,T,senecio layneae ,"butterweed, layne's ",16500,8700,0,25200, wherever found
Flowering Plants,T,pinguicula ionantha ,"butterwort, godfrey's ",5000,1100,1400,7500, wherever found
Flowering Plants,E,eryngium aristulatum var. parishii ,"button-celery, san diego ",7862,68048,0,75910, wherever found
Flowering Plants,E,echinomastus erectocentrus var. acunensis ,"cactus, acuna ",2500,33000,2500,38000, wherever found
Flowering Plants,E,echinocereus triglochidiatus var. arizonicus ,"cactus, arizona hedgehog ",10000,9402,2000,21402, wherever found
Flowering Plants,E,opuntia treleasei ,"cactus, bakersfield ",21780,2220,0,24000, wherever found
Flowering Plants,E,echinocereus reichenbachii var. albertii ,"cactus, black lace ",7200,100,25936,33236, wherever found
Flowering Plants,E,pediocactus bradyi ,"cactus, brady pincushion ",2000,2500,2500,7000, wherever found
Flowering Plants,T,echinocereus chisoensis var. chisoensis ,"cactus, chisos mountain hedgehog ",1000,1000,0,2000, wherever found
Flowering Plants,T,coryphantha robbinsiorum ,"cactus, cochise pincushion ",4400,100,500,5000, wherever found
Flowering Plants,T,sclerocactus glaucus ,"cactus, colorado hookless ",18924,130596,1518,151038, wherever found
Flowering Plants,E,pediocactus peeblesianus fickeiseniae ,"cactus, fickeisen plains ",4000,17000,2000,23000, wherever found
Flowering Plants,E,pilosocereus robinii ,"cactus, key tree ",4500,1053,12000,17553, wherever found
Flowering Plants,E,kadua cookiana ,awiwi ,6203,0,0,6203, wherever found
Flowering Plants,E,schenkia sebaeoides ,awiwi ,5914,0,0,5914, wherever found
Flowering Plants,E,canavalia pubescens ,`awikiwiki ,17194,0,0,17194, wherever found
Flowering Plants,E,polygonella basiramia ,wireweed ,0,39548,1700,41248, wherever found
Flowering Plants,E,lithophragma maximum ,"woodland-star, san clemente island ",3319,163511,0,166830, wherever found
Flowering Plants,E,eriastrum densifolium ssp. sanctorum ,"woolly-star, santa ana river ",11935,9918,0,21853, wherever found
Flowering Plants,E,monolopia ,"wooly-threads, san joaquin ",55810,111360,0,167170,
Flowering Plants,T,yermo xanthocephalus ,"yellowhead, desert ",5068,44100,0,49168, wherever found
Flowering Plants,E,eriodictyon capitatum ,"yerba santa, lompoc ",12312,346500,0,358812, wherever found
Flowering Plants,E,ziziphus celata ,"ziziphus, florida ",23000,0,31000,54000, wherever found
Flowering Plants,E,zanthoxylum dipetalum var. tomentosum ,a`e ,12545,0,0,12545, wherever found
Flowering Plants,E,zanthoxylum hawaiiense ,a`e ,15634,32000,0,47634, wherever found
Flowering Plants,E,stephanomeria malheurensis ,"wire-lettuce, malheur ",18151,1700,0,19851, wherever found
Flowering Plants,E,zanthoxylum oahuense ,a`e ,13925,0,0,13925, wherever found
Flowering Plants,E,argyroxiphium sandwicense ssp. sandwicense ,`ahinahina ,7253,0,0,7253, wherever found
Flowering Plants,E,solanum sandwicense ,"`aiakeakua, popolo ",27450,0,0,27450, wherever found
Flowering Plants,E,nothocestrum breviflorum ,`aiea ,20439,0,0,20439, wherever found
Flowering Plants,E,nothocestrum latifolium ,`aiea ,5914,20700,0,26614, wherever found
Flowering Plants,E,nothocestrum peltatum ,`aiea ,11044,0,0,11044, wherever found
Flowering Plants,E,euphorbia celastroides var. kaenana ,`akoko ,7700,128415,0,136115, wherever found
Flowering Plants,E,euphorbia deppeana ,`akoko ,8164,0,0,8164, wherever found
Flowering Plants,E,euphorbia eleanoriae ,`akoko ,9186,0,0,9186, wherever found
Flowering Plants,E,euphorbia haeleeleana ,`akoko ,13594,0,0,13594, wherever found
Flowering Plants,T,argyroxiphium sandwicense ssp. macrocephalum ,`ahinahina ,6492,135420,0,141912, wherever found
Flowering Plants,E,zizania texana ,"wild-rice, texas ",130000,600,0,130600, wherever found
Flowering Plants,T,eriogonum kennedyi var. austromontanum ,"wild-buckwheat, southern mountain ",1650,0,0,1650, wherever found
Flowering Plants,T,eriogonum gypsophilum ,"wild-buckwheat, gypsum ",32000,97000,0,129000, wherever found
Flowering Plants,E,trillium persistens ,"trillium, persistent ",41500,0,6000,47500, wherever found
Flowering Plants,E,trillium reliquum ,"trillium, relict ",1500,35210,3000,39710, wherever found
Flowering Plants,E,tuctoria greenei ,"tuctoria, greene's ",11880,745,0,12625, wherever found
Flowering Plants,T,physaria obcordata ,"twinpod, dudley bluffs ",4256,12956,1108,18320, wherever found
Flowering Plants,E,heritiera longipetiolata ,ufa-halomtano ,66219,0,0,66219, wherever found
Flowering Plants,E,mezoneuron kavaiense ,uhi uhi ,40347,0,0,40347, wherever found
Flowering Plants,E,eugenia haematocarpa ,uvillo ,4500,0,0,4500, wherever found
Flowering Plants,T,verbena californica ,"vervain, red hills ",1100,1500,0,2600, wherever found
Flowering Plants,E,vicia menziesii ,"vetch, hawaiian ",10534,0,0,10534, wherever found
Flowering Plants,E,pritchardia aylmer,wahane ,6948,0,0,6948,robinsonii) 
Flowering Plants,E,erysimum teretifolium ,"wallflower, ben lomond ",270309,9800,0,280109, wherever found
