Group,Status,Scientific Name,Inverted Common Name,FWS 2018,Other Fed 2018,States 2018,Total 2018,Area
Flowering Plants,E,cyanea lanceolata ,haha ,5417,0,0,5417, wherever found
Flowering Plants,E,cyanea kunthiana ,haha ,10678,12000,0,22678, wherever found
Flowering Plants,E,cyanea kuhihewa ,haha ,5417,0,0,5417, wherever found
Flowering Plants,E,cyanea koolauensis ,haha ,8073,0,0,8073, wherever found
Flowering Plants,E,cyanea kolekoleensis ,haha ,7736,0,0,7736, wherever found
Flowering Plants,E,cyanea humboldtiana ,haha ,7989,0,0,7989, wherever found
Flowering Plants,E,cyanea hamatiflora ssp. hamatiflora ,haha ,13537,12000,0,25537, wherever found
Flowering Plants,E,cyanea hamatiflora ssp. carlsonii ,haha ,8326,0,0,8326, wherever found
Flowering Plants,E,cyanea grimesiana ssp. obatae ,haha ,8326,0,0,8326, wherever found
Flowering Plants,E,cyanea mannii ,haha ,10778,0,0,10778, wherever found
Flowering Plants,E,cyanea grimesiana ssp. grimesiana ,haha ,9722,0,0,9722, wherever found
Flowering Plants,E,cyanea gibsonii ,haha ,10778,0,0,10778, wherever found
Flowering Plants,E,cyanea eleeleensis ,haha ,7736,0,0,7736, wherever found
Flowering Plants,E,cyanea duvalliorum ,haha ,9099,0,0,9099, wherever found
Flowering Plants,E,cyanea dunbariae ,haha ,11031,0,0,11031, wherever found
Flowering Plants,E,cyanea dolichopoda ,haha ,7736,0,0,7736, wherever found
Flowering Plants,E,cyanea crispa ,haha ,8073,0,0,8073, wherever found
Flowering Plants,E,cyanea copelandii ssp. haleakalaensis ,haha ,13537,36000,0,49537, wherever found
Flowering Plants,E,cyanea copelandii ssp. copelandii ,haha ,5417,0,0,5417, wherever found
Flowering Plants,E,cyanea calycina ,haha ,9087,4865,0,13952, wherever found
Flowering Plants,E,cyanea asarifolia ,haha ,5417,0,0,5417, wherever found
Flowering Plants,E,cyanea acuminata ,haha ,8073,0,0,8073, wherever found
Flowering Plants,E,cyanea glabra ,haha ,13537,0,0,13537, wherever found
Flowering Plants,E,psychotria hobdyi ,kopiko ,7736,0,0,7736, wherever found 
Flowering Plants,E,cyrtandra subumbellata ,ha`iwale ,5754,0,0,5754, wherever found
Flowering Plants,E,psychotria grandiflora ,kopiko ,5265,0,0,5265, wherever found
Flowering Plants,E,,"iagu, hayun ",43183,60869,0,104052,
Flowering Plants,E,hypericum cumulicola ,"hypericum, highlands scrub ",900,0,8000,8900, wherever found
Flowering Plants,E,korthalsella degeneri ,hulumoa ,8073,0,0,8073, wherever found
Flowering Plants,T,howellia aquatilis ,"howellia, water ",79549,10244,68000,157793,
Flowering Plants,E,haplostachys haplostachya ,honohono ,50158,30000,0,80158, wherever found
Flowering Plants,E,ilex cookii ,"holly, cook's ",6000,0,0,6000, wherever found 
Flowering Plants,E,ochrosia kilaueaensis ,holei ,5417,0,0,5417, wherever found 
Flowering Plants,E,ochrosia haleakalae ,holei ,37989,1500,0,39489, wherever found 
Flowering Plants,E,pittosporum napaliense ,ho`awa ,9473,0,0,9473, wherever found
Flowering Plants,E,pittosporum hawaiiense ,hoawa ,13520,5000,0,18520, wherever found
Flowering Plants,E,pittosporum halophilum ,hoawa ,14873,5000,0,19873, wherever found
Flowering Plants,E,crescentia portoricensis ,higuero de sierra ,24000,0,0,24000, wherever found
Flowering Plants,E,hibiscus clayi ,"hibiscus, clay's ",7736,0,0,7736, wherever found
Flowering Plants,E,exocarpos menziesii ,heau ,10695,1000,0,11695, 
Flowering Plants,E,exocarpos luteolus ,heau ,5602,0,0,5602, wherever found 
Flowering Plants,T,hudsonia montana ,"heather, mountain golden ",4500,26400,0,30900, wherever found
Flowering Plants,T,hexastylis naniflora ,"heartleaf, dwarf-flowered ",4000,23568,3400,30968, wherever found
Flowering Plants,E,hibiscadelphus woodii ,hau kuahiwi ,7736,0,0,7736, wherever found
Flowering Plants,E,hibiscadelphus hualalaiensis ,hau kuahiwi ,7989,0,0,7989, wherever found
Flowering Plants,E,hibiscadelphus giffardianus ,hau kuahiwi ,7736,5000,0,12736, wherever found
Flowering Plants,E,ptilimnium nodosum ,harperella ,29511,48740,10862,89113, wherever found
Flowering Plants,E,crotalaria avonensis ,"harebells, avon park ",2000,0,12400,14400, wherever found
Flowering Plants,T,bulbophyllum guamense ,"halumtano, cebello ",72018,0,0,72018, wherever found
Flowering Plants,E,portulaca villosa ,ihi ,12274,0,0,12274, wherever found 
Flowering Plants,E,solanum guamense ,"halomtano, berenghenas ",8238,0,0,8238, wherever found
Flowering Plants,E,wilkesia hobdyi ,"iliau, dwarf ",7736,11229,0,18965, wherever found
Flowering Plants,T,iris lacustris ,"iris, dwarf lake ",129600,342,6500,136442, wherever found 
Flowering Plants,E,malacothrix squalida ,"malacothrix, island ",0,100,0,100, wherever found
Flowering Plants,E,kadua coriacea ,kio`ele ,7736,0,0,7736, wherever found
Flowering Plants,E,pteralyxia macrocarpa ,kaulu ,5754,0,0,5754, wherever found
Flowering Plants,E,pteralyxia kauaiensis ,kaulu ,5417,0,0,5417, wherever found
Flowering Plants,E,colubrina oppositifolia ,kauila ,10294,10000,0,20294, wherever found
Flowering Plants,E,hibiscadelphus distans ,kauai hau kuahiwi ,7736,0,0,7736, wherever found
Flowering Plants,E,kadua fluviatilis ,kamapua`a ,12575,0,0,12575, wherever found
Flowering Plants,E,cenchrus agrimonioides ,kamanomano ,10505,0,0,10505, wherever found
Flowering Plants,E,labordia triflora ,kamakahala ,10778,0,0,10778, wherever found
Flowering Plants,E,labordia tinifolia var. wahiawaensis ,kamakahala ,7736,0,0,7736, wherever found
Flowering Plants,E,labordia tinifolia var. lanaiensis ,kamakahala ,8459,0,0,8459, wherever found
Flowering Plants,E,labordia pumila ,kamakahala ,7736,0,0,7736, wherever found
Flowering Plants,E,labordia lydgatei ,kamakahala ,11792,0,0,11792, wherever found
Flowering Plants,E,labordia helleri ,kamakahala ,7736,0,0,7736, wherever found
Flowering Plants,E,labordia cyrtandrae ,kamakahala ,5754,0,0,5754, wherever found
Flowering Plants,T,aeschynomene virginica ,"joint-vetch, sensitive ",28408,530,0,28938, wherever found
Flowering Plants,E,streptanthus albidus ssp. albidus ,"jewelflower, metcalf canyon ",0,800,0,800, wherever found
Flowering Plants,E,caulanthus californicus ,"jewelflower, california ",15000,105004,0,120004, wherever found
Flowering Plants,E,jacquemontia reclinata ,"jacquemontia, beach ",900,0,5500,6400, wherever found
Flowering Plants,T,ivesia webberi ,"ivesia, webber's ",60100,75404,0,135504, wherever found
Flowering Plants,T,ivesia kingii var. eremica ,"ivesia, ash meadows ",15600,0,0,15600, wherever found
Flowering Plants,E,ischaemum byrone ,"ischaemum, hilo ",6983,24000,0,30983, wherever found
Flowering Plants,E,sisyrinchium dichotomum ,"irisette, white ",2000,0,2300,4300, wherever found
Flowering Plants,E,ipomopsis sancti,"ipomopsis, holy ghost ",5000,40000,0,45000,spiritus) 
Flowering Plants,E,pleomele hawaiiensis ,hala pepe ,10487,15000,0,25487, wherever found
Flowering Plants,E,pleomele forbesii ,hala pepe ,5754,2572,0,8326, wherever found 
Flowering Plants,E,pleomele fernaldii ,hala pepe ,11214,0,0,11214, wherever found
Flowering Plants,E,cyanea profuga ,haha ,9145,0,0,9145, wherever found
Flowering Plants,E,phyllostegia racemosa ,kiponapona ,8073,0,0,8073, wherever found
Flowering Plants,E,kanaloa kahoolawensis ,kohe malama malama o kanaloa ,8243,0,0,8243, wherever found
Flowering Plants,E,dubautia latifolia ,koholapehu ,7736,0,0,7736, wherever found
Flowering Plants,E,kokia drynarioides ,koki`o ,10574,500,0,11074, wherever found 
Flowering Plants,E,kokia kauaiensis ,koki`o ,7736,0,0,7736, wherever found 
Flowering Plants,E,kokia cookei ,"koki`o, cooke's ",8459,0,0,8459, wherever found
Flowering Plants,E,hibiscus arnottianus ssp. immaculatus ,koki`o ke`oke`o ,10778,5000,0,15778, wherever found
Flowering Plants,E,hibiscus waimeae ssp. hannerae ,koki`o ke`oke`o ,9473,0,0,9473, wherever found
Flowering Plants,E,myrsine fosbergii ,kolea ,5701,0,0,5701, wherever found 
Flowering Plants,E,myrsine juddii ,kolea ,5754,0,0,5754, wherever found 
Flowering Plants,E,myrsine knudsenii ,kolea ,5417,0,0,5417, wherever found 
Flowering Plants,T,myrsine linearifolia ,kolea ,8083,0,0,8083, wherever found 
Flowering Plants,E,myrsine mezii ,kolea ,5417,0,0,5417, wherever found 
Flowering Plants,E,myrsine vaccinioides ,kolea ,11893,0,0,11893, wherever found 
Flowering Plants,E,bidens amplectens ,ko`oko`olau ,26896,0,0,26896, wherever found
Flowering Plants,E,bidens campylotheca ssp. pentamera ,ko`oko`olau ,6780,36000,0,42780, wherever found
Flowering Plants,E,bidens campylotheca ssp. waihoiensis ,ko`oko`olau ,6780,36000,0,42780, wherever found
Flowering Plants,E,bidens conjuncta ,ko`oko`olau ,96095,0,0,96095, wherever found
Flowering Plants,E,bidens micrantha ssp. ctenophylla ,ko`oko`olau ,42870,500,0,43370, wherever found
Flowering Plants,E,bidens micrantha ssp. kalealaha ,ko`oko`olau ,20442,36000,0,56442, wherever found
Flowering Plants,E,bidens wiebkei ,ko`oko`olau ,8188,0,0,8188, wherever found
Flowering Plants,E,abutilon menziesii ,ko`oloa`ula ,16862,1734,0,18596, wherever found
Flowering Plants,E,cyanea purpurellifolia ,haha ,7736,0,0,7736, wherever found
Flowering Plants,T,cyanea recta ,haha ,7736,0,0,7736, wherever found
Flowering Plants,E,cyanea remyi ,haha ,5670,0,0,5670, wherever found 
Flowering Plants,E,cyanea rivularis ,haha ,7736,0,0,7736, wherever found 
Flowering Plants,E,cyrtandra viridiflora ,ha`iwale ,5754,0,0,5754, wherever found
Flowering Plants,E,cyrtandra tintinnabula ,ha`iwale ,6007,1973,0,7980, wherever found
Flowering Plants,E,cyrtandra sessilis ,ha`iwale ,7736,0,0,7736, wherever found 
Flowering Plants,E,cyrtandra polyantha ,ha`iwale ,7736,0,0,7736, wherever found
Flowering Plants,E,cyrtandra oxybapha ,ha`iwale ,6573,0,0,6573, wherever found
Flowering Plants,E,cyrtandra oenobarba ,ha`iwale ,7736,0,0,7736, wherever found
Flowering Plants,E,cyrtandra munroi ,ha`iwale ,15516,0,0,15516, wherever found 
Flowering Plants,T,cyrtandra limahuliensis ,ha`iwale ,12639,0,0,12639, wherever found
Flowering Plants,E,cyrtandra kaulantha ,ha`iwale ,7989,0,0,7989, wherever found
Flowering Plants,E,cyrtandra hematos ,ha`iwale ,8425,0,0,8425, wherever found
Flowering Plants,E,cyrtandra giffardii ,ha`iwale ,8326,1973,0,10299, wherever found
Flowering Plants,E,psychotria hexandra ssp. oahuensis ,kopiko ,7736,0,0,7736, wherever found
Flowering Plants,E,cyrtandra filipes ,ha`iwale ,18662,0,0,18662, wherever found 
Flowering Plants,E,cyrtandra crenata ,ha`iwale ,5417,0,0,5417, wherever found 
Flowering Plants,E,cyrtandra waiolani ,haiwale ,7736,4300,0,12036, wherever found 
Flowering Plants,E,cyrtandra paliku ,haiwale ,5417,4300,0,9717, wherever found 
Flowering Plants,E,cyrtandra gracilis ,haiwale ,5670,4300,0,9970, wherever found 
Flowering Plants,E,cyrtandra ferripilosa ,haiwale ,6780,40300,0,47080, wherever found
Flowering Plants,E,cyanea undulata ,haha ,7736,0,0,7736, wherever found 
Flowering Plants,E,cyanea truncata ,haha ,5417,0,0,5417, wherever found 
Flowering Plants,E,cyanea superba ,haha ,95023,0,0,95023, wherever found 
Flowering Plants,E,cyanea st.,haha ,8326,0,0,8326,johnii) 
Flowering Plants,E,cyanea stictophylla ,haha ,95356,6973,0,102329, wherever found 
Flowering Plants,E,cyanea shipmanii ,haha ,93037,6973,0,100010, wherever found 
Flowering Plants,E,cyrtandra dentata ,ha`iwale ,5754,0,0,5754, wherever found 
Flowering Plants,E,malacothrix indecora ,"malacothrix, santa cruz island ",2700,11050,0,13750, wherever found
Flowering Plants,E,isodendrion hosakae ,aupaka ,6665,0,0,6665, wherever found
Flowering Plants,E,eremalche kernensis ,"mallow, kern ",35900,16200,0,52100, wherever found
Flowering Plants,E,phyllostegia waimeae ,no common name ,5417,0,0,5417, wherever found
Flowering Plants,E,phyllostegia warshaueri ,no common name ,8326,0,0,8326, wherever found
Flowering Plants,E,phyllostegia wawrana ,no common name ,12639,0,0,12639, wherever found
Flowering Plants,E,platanthera holochila ,no common name ,11411,12000,0,23411, wherever found
Flowering Plants,E,platydesma cornuta var. cornuta ,no common name ,7736,0,0,7736, wherever found
Flowering Plants,E,platydesma cornuta var. decurrens ,no common name ,8073,2572,0,10645, wherever found
Flowering Plants,E,platydesma remyi ,no common name ,6443,0,0,6443, wherever found
Flowering Plants,E,poa siphonoglossa ,no common name ,5417,0,0,5417, wherever found
Flowering Plants,E,polyscias bisattenuata ,no common name ,9820,0,0,9820, wherever found
Flowering Plants,E,polyscias flynnii ,no common name ,7736,0,0,7736, wherever found
Flowering Plants,E,polyscias lydgatei ,no common name ,5417,0,0,5417, wherever found
Flowering Plants,E,polyscias racemosa ,no common name ,7736,0,0,7736, wherever found
Flowering Plants,E,remya kauaiensis ,no common name ,8750,0,0,8750, wherever found
Flowering Plants,E,remya montgomeryi ,no common name ,6431,0,0,6431, wherever found
Flowering Plants,E,phyllostegia velutina ,no common name ,8073,0,0,8073, wherever found
Flowering Plants,E,sanicula mariversa ,no common name ,5602,0,0,5602, wherever found
Flowering Plants,E,sanicula sandwicensis ,no common name ,8359,37973,0,46332, wherever found
Flowering Plants,E,santalum involutum ,no common name ,5853,0,0,5853, wherever found
Flowering Plants,E,schiedea attenuata ,no common name ,5417,0,0,5417, wherever found
Flowering Plants,E,schiedea diffusa ssp. macraei ,no common name ,8425,5000,0,13425, wherever found
Flowering Plants,E,schiedea diffusa subsp. diffusa ,no common name ,10931,12000,0,22931, wherever found
Flowering Plants,E,schiedea haleakalensis ,no common name ,11452,61000,0,72452, wherever found
Flowering Plants,E,schiedea helleri ,no common name ,7736,0,0,7736, wherever found
Flowering Plants,E,schiedea hookeri ,no common name ,6427,2572,0,8999, wherever found
Flowering Plants,E,schiedea jacobii ,no common name ,5853,0,0,5853, wherever found
Flowering Plants,E,schiedea kaalae ,no common name ,8073,0,0,8073, wherever found
Flowering Plants,E,schiedea kauaiensis ,no common name ,13820,0,0,13820, wherever found
Flowering Plants,E,schiedea laui ,no common name ,9615,0,0,9615, wherever found
Flowering Plants,E,schiedea lydgatei ,no common name ,8459,0,0,8459, wherever found
Flowering Plants,E,schiedea membranacea ,no common name ,8459,0,0,8459, wherever found
Flowering Plants,E,sanicula purpurea ,no common name ,8796,0,0,8796, wherever found
Flowering Plants,E,schiedea nuttallii ,no common name ,8420,0,0,8420, wherever found
Flowering Plants,E,phyllostegia stachyoides ,no common name ,6106,500,0,6606, wherever found
Flowering Plants,E,phyllostegia pilosa ,no common name ,8425,0,0,8425, wherever found
Flowering Plants,E,lysimachia iniki ,no common name ,5417,0,0,5417, wherever found
Flowering Plants,E,lysimachia lydgatei ,no common name ,10778,0,0,10778, wherever found
Flowering Plants,E,lysimachia maxima ,no common name ,10778,0,0,10778, wherever found
Flowering Plants,E,lysimachia pendens ,no common name ,7736,0,0,7736, wherever found
Flowering Plants,E,lysimachia scopulensis ,no common name ,7736,0,0,7736, wherever found
Flowering Plants,E,lysimachia venosa ,no common name ,7736,0,0,7736, wherever found
Flowering Plants,T,maesa walkeri ,no common name ,41129,22270,0,63399, wherever found
Flowering Plants,E,mitracarpus maxwelliae ,no common name ,8500,0,0,8500, wherever found
Flowering Plants,E,mitracarpus polycladus ,no common name ,8500,0,0,8500, wherever found
Flowering Plants,E,myrcia paganii ,no common name ,3000,0,0,3000, wherever found
Flowering Plants,E,neraudia angulata ,no common name ,5754,1792,0,7546, wherever found
Flowering Plants,E,neraudia ovata ,no common name ,13222,12435,0,25657, wherever found
Flowering Plants,E,neraudia sericea ,no common name ,10778,0,0,10778, wherever found
Flowering Plants,T,nervilia jacksoniae ,no common name ,41466,22270,0,63736, wherever found
Flowering Plants,E,phyllostegia renovans ,no common name ,7736,0,0,7736, wherever found
Flowering Plants,E,nesogenes rotensis ,no common name ,34671,0,0,34671, wherever found
Flowering Plants,E,phyllanthus saffordii ,no common name ,30883,21020,0,51903, wherever found
Flowering Plants,E,phyllostegia bracteata ,no common name ,14290,61000,0,75290, wherever found
Flowering Plants,E,phyllostegia brevidens ,no common name ,10196,60000,0,70196, wherever found
Flowering Plants,E,phyllostegia floribunda ,no common name ,9523,0,0,9523, wherever found
Flowering Plants,E,phyllostegia glabra var. lanaiensis ,no common name ,11031,0,0,11031, wherever found
Flowering Plants,E,phyllostegia haliakalae ,no common name ,9099,61000,0,70099, wherever found
Flowering Plants,E,phyllostegia helleri ,no common name ,8172,0,0,8172,
Flowering Plants,E,phyllostegia hirsuta ,no common name ,8073,0,0,8073, wherever found
Flowering Plants,E,phyllostegia hispida ,no common name ,11031,0,0,11031, wherever found
Flowering Plants,E,phyllostegia kaalaensis ,no common name ,8073,0,0,8073, wherever found
Flowering Plants,E,phyllostegia knudsenii ,no common name ,7736,0,0,7736, wherever found
Flowering Plants,E,phyllostegia mannii ,no common name ,11031,0,0,11031, wherever found
Flowering Plants,E,phyllostegia mollis ,no common name ,8073,0,0,8073, wherever found
Flowering Plants,E,phyllostegia parviflora ,no common name ,8410,0,0,8410, wherever found
Flowering Plants,E,osmoxylon mariannense ,no common name ,26488,0,0,26488, wherever found
Flowering Plants,E,schiedea obovata ,no common name ,8073,0,0,8073, wherever found
Flowering Plants,E,schiedea salicaria ,no common name ,8895,0,0,8895, wherever found
Flowering Plants,E,schiedea sarmentosa ,no common name ,8459,0,0,8459, wherever found
Flowering Plants,E,viola oahuensis ,no common name ,5754,0,0,5754, wherever found
Flowering Plants,E,wikstroemia skottsbergiana ,no common name ,5853,0,0,5853,
Flowering Plants,E,wikstroemia villosa ,no common name ,10931,12000,0,22931, wherever found
Flowering Plants,E,xylosma crenatum ,no common name ,5417,0,0,5417, wherever found
Flowering Plants,E,geranium hanaense ,nohoanu ,9099,12000,0,21099, wherever found
Flowering Plants,E,geranium hillebrandii ,nohoanu ,9827,0,0,9827, wherever found
Flowering Plants,E,geranium kauaiense ,nohoanu ,9669,0,0,9669, wherever found
Flowering Plants,E,geranium multiflorum ,nohoanu ,10965,12000,0,22965, wherever found
Flowering Plants,E,cyanea horrida ,"nui, haha ",10931,12000,0,22931, wherever found
Flowering Plants,E,delissea subcordata ,oha ,13313,0,0,13313, wherever found
Flowering Plants,E,sesbania tomentosa ,ohai ,82734,2700,0,85434, wherever found
Flowering Plants,E,clermontia drepanomorpha ,`oha wai ,5265,0,0,5265, wherever found
Flowering Plants,E,clermontia lindseyana ,`oha wai ,6760,6973,0,13733, wherever found
Flowering Plants,E,clermontia oblongifolia ssp. brevipes ,`oha wai ,8712,0,0,8712, wherever found
Flowering Plants,E,viola lanaiensis ,no common name ,11031,0,0,11031, wherever found
Flowering Plants,E,clermontia oblongifolia ssp. mauiensis ,`oha wai ,16538,0,0,16538, wherever found
Flowering Plants,E,clermontia pyrularia ,`oha wai ,8326,0,0,8326, wherever found
Flowering Plants,E,clermontia samuelii ,`oha wai ,11452,36000,0,47452, wherever found
Flowering Plants,E,joinvillea ascendens ascendens ,`ohe ,12281,36000,0,48281, wherever found
Flowering Plants,E,polyscias gymnocarpa ,`ohe`ohe ,8073,0,0,8073, wherever found
Flowering Plants,E,brighamia insignis ,olulu ,5265,0,0,5265, wherever found
Flowering Plants,E,allium munzii ,"onion, munz's ",1200,100,0,1300, wherever found
Flowering Plants,E,urera kaalae ,opuhe ,5602,0,0,5602, wherever found
Flowering Plants,T,platanthera leucophaea ,"orchid, eastern prairie fringed ",28941,27076,39000,95017, wherever found
Flowering Plants,T,platanthera praeclara ,"orchid, western prairie fringed ",42229,62656,22415,127300, wherever found
Flowering Plants,T,platanthera integrilabia ,"orchid, white fringeless ",29000,14156,6000,49156,
Flowering Plants,E,orcuttia californica ,"orcutt grass, california ",7200,12800,0,20000, wherever found
Flowering Plants,E,orcuttia pilosa ,"orcutt grass, hairy ",11200,4056,0,15256, wherever found
Flowering Plants,E,orcuttia viscida ,"orcutt grass, sacramento ",15900,4500,0,20400, wherever found
Flowering Plants,T,orcuttia inaequalis ,"orcutt grass, san joaquin ",16200,6778,0,22978, wherever found
Flowering Plants,E,clermontia peleana ,`oha wai ,6680,5000,0,11680, wherever found
Flowering Plants,E,viola helenae ,no common name ,5417,0,0,5417, wherever found
Flowering Plants,E,vigna o,no common name ,19381,0,0,19381,wahuensis) 
Flowering Plants,E,vernonia proctorii ,no common name ,13000,0,0,13000, wherever found
Flowering Plants,E,schiedea spergulina var. leiopoda ,no common name ,5417,0,0,5417, wherever found
Flowering Plants,T,schiedea spergulina var. spergulina ,no common name ,10320,0,0,10320, wherever found
Flowering Plants,E,schiedea trinervis ,no common name ,5754,0,0,5754, wherever found
Flowering Plants,E,schiedea verticillata ,no common name ,11906,0,0,11906, wherever found
Flowering Plants,E,schiedea viscosa ,no common name ,5417,0,0,5417, wherever found
Flowering Plants,T,schoepfia arenaria ,no common name ,6500,0,0,6500, wherever found
Flowering Plants,E,sicyos lanceoloideus ,no common name ,8509,1000,0,9509, wherever found
Flowering Plants,E,silene alexandri ,no common name ,8307,0,0,8307, wherever found
Flowering Plants,T,silene hawaiiensis ,no common name ,8743,11000,0,19743, wherever found
Flowering Plants,E,silene lanceolata ,no common name ,6091,20000,0,26091, wherever found
Flowering Plants,E,silene perlmanii ,no common name ,5417,2572,0,7989, wherever found
Flowering Plants,E,spermolepis hawaiiensis ,no common name ,5827,23801,0,29628, wherever found
Flowering Plants,E,stenogyne angustifolia var. angustifolia ,no common name ,111067,20000,0,131067, wherever found
Flowering Plants,E,stenogyne bifida ,no common name ,95662,0,0,95662, wherever found
Flowering Plants,E,stenogyne campanulata ,no common name ,7736,0,0,7736, wherever found
Flowering Plants,E,stenogyne cranwelliae ,no common name ,8762,0,0,8762, wherever found
Flowering Plants,E,stenogyne kaalae ssp. sherffii ,no common name ,7736,0,0,7736, wherever found
Flowering Plants,T,varronia rupicola ,no common name ,7000,0,0,7000, wherever found
Flowering Plants,T,tuberolabium guamense ,no common name ,58746,44680,0,103426, wherever found
Flowering Plants,E,trematolobelia singularis ,no common name ,4626,0,0,4626, wherever found
Flowering Plants,E,tinospora homosepala ,no common name ,7936,0,0,7936, wherever found
Flowering Plants,T,tetramolopium rockii ,no common name ,97981,5000,0,102981, wherever found
Flowering Plants,E,tetramolopium remyi ,no common name ,13059,0,0,13059, wherever found
Flowering Plants,E,lysimachia filifolia ,no common name ,5417,0,0,5417, wherever found
Flowering Plants,E,tetramolopium lepidotum ssp. lepidotum ,no common name ,5754,2572,0,8326, wherever found
Flowering Plants,E,tetramolopium arenarium ,no common name ,5855,20000,0,25855, wherever found
Flowering Plants,E,ternstroemia subsessilis ,no common name ,5500,0,0,5500, wherever found
Flowering Plants,T,tabernaemontana rotensis ,no common name ,51225,59071,0,110296, wherever found
Flowering Plants,E,stenogyne kealiae ,no common name ,94686,0,0,94686, wherever found
Flowering Plants,E,stenogyne kauaulaensis ,no common name ,14647,0,0,14647, wherever found
Flowering Plants,E,stenogyne kanehoana ,no common name ,8073,0,0,8073, wherever found
Flowering Plants,E,tetramolopium filiforme ,no common name ,8073,0,0,8073, wherever found
Flowering Plants,E,sphaeralcea gierischii ,"mallow, gierisch ",4500,19700,0,24200, wherever found
Flowering Plants,E,lyonia truncata var. proctorii ,no common name ,13000,0,0,13000, wherever found
Flowering Plants,E,lobelia niihauensis ,no common name ,8073,1792,0,9865, wherever found
Flowering Plants,E,astragalus robbinsii var. jesupi ,"milk-vetch, jesup's ",40070,0,13000,53070, wherever found
Flowering Plants,E,astragalus jaegerianus ,"milk-vetch, lane mountain ",0,37200,0,37200, wherever found
Flowering Plants,E,astragalus humillimus ,"milk-vetch, mancos ",15300,13300,0,28600, wherever found
Flowering Plants,E,astragalus osterhoutii ,"milkvetch, osterhout ",400,9000,715,10115, wherever found
Flowering Plants,T,astragalus magdalenae var. peirsonii ,"milk-vetch, peirson's ",18100,261200,0,279300, wherever found
Flowering Plants,E,astragalus cremnophylax var. cremnophylax ,"milk-vetch, sentry ",4000,86000,0,90000, wherever found
Flowering Plants,E,astragalus ampullarioides ,"milk-vetch, shivwits ",0,24925,0,24925, wherever found
Flowering Plants,E,astragalus tricarinatus ,"milk-vetch, triple-ribbed ",4600,59500,0,64100, wherever found
Flowering Plants,E,astragalus pycnostachyus var. lanosissimus ,"milk-vetch, ventura marsh ",19400,0,0,19400, wherever found
Flowering Plants,T,asclepias meadii ,"milkweed, mead's ",65300,43541,45000,153841, wherever found
Flowering Plants,T,asclepias welshii ,"milkweed, welsh's ",300,30200,0,30500, wherever found
Flowering Plants,E,dicerandra christmanii ,"mint, garrett's ",5500,0,800,6300, wherever found
Flowering Plants,E,dicerandra immaculata ,"mint, lakela's ",1000,0,12500,13500, wherever found
Flowering Plants,E,dicerandra cornutissima ,"mint, longspurred ",0,0,200,200, wherever found
Flowering Plants,E,astragalus holmgreniorum ,"milk-vetch, holmgren ",800,28100,0,28900, wherever found
Flowering Plants,E,dicerandra frutescens ,"mint, scrub ",900,21700,5500,28100, wherever found
Flowering Plants,E,mimulus michiganensis ,"monkey-flower, michigan ",34500,1365,0,35865, wherever found
Flowering Plants,T,aconitum noveboracense ,"monkshood, northern wild ",14700,1779,1000,17479, wherever found
Flowering Plants,E,calystegia stebbinsii ,"morning-glory, stebbins' ",4400,18700,0,23100, wherever found
Flowering Plants,E,eriodictyon altissimum ,"mountainbalm, indian knob ",58400,200,0,58600, wherever found
Flowering Plants,E,cercocarpus traskiae ,"mountain-mahogany, catalina island ",0,100,0,100, wherever found
Flowering Plants,E,warea carteri ,"mustard, carter's ",2000,0,7500,9500, wherever found
Flowering Plants,T,eutrema penlandii ,"mustard, penland alpine fen ",7300,9000,0,16300, wherever found
Flowering Plants,E,thelypodium stenopetalum ,"mustard, slender-petaled ",2700,0,0,2700, wherever found
Flowering Plants,E,dubautia kalalauensis ,naenae ,5417,0,0,5417, wherever found
Flowering Plants,E,dubautia kenwoodii ,naenae ,7736,0,0,7736, wherever found
Flowering Plants,E,dubautia herbstobatae ,na`ena`e ,5754,0,0,5754, wherever found
Flowering Plants,E,dubautia imbricata ssp. imbricata ,na`ena`e ,5417,0,0,5417, wherever found
Flowering Plants,E,dubautia pauciflorula ,na`ena`e ,5417,0,0,5417, wherever found
Flowering Plants,E,dubautia plantaginea ssp. humilis ,na`ena`e ,10778,0,0,10778, wherever found
Flowering Plants,E,monardella viminea ,"monardella, willowy ",4400,7000,0,11400, wherever found
Flowering Plants,E,dubautia plantaginea ssp. magnifolia ,na`ena`e ,5417,0,0,5417, wherever found
Flowering Plants,T,astragalus montii ,"milk-vetch, heliotrope ",0,4000,0,4000, wherever found
Flowering Plants,E,astragalus albens ,"milk-vetch, cushenbury ",200,8800,0,9000, wherever found
Flowering Plants,T,calyptronoma rivalis ,"manaca, palma de ",5500,0,0,5500, wherever found
Flowering Plants,E,manihot walkerae ,"manioc, walker's ",24500,0,0,24500, wherever found
Flowering Plants,E,arctostaphylos glandulosa ssp. crassifolia ,"manzanita, del mar ",2100,200,0,2300, wherever found
Flowering Plants,E,arctostaphylos franciscana ,"manzanita, franciscan ",17300,44200,0,61500, wherever found
Flowering Plants,T,arctostaphylos myrtifolia ,"manzanita, ione ",28900,6703,0,35603, wherever found
Flowering Plants,T,arctostaphylos morroensis ,"manzanita, morro ",11000,800,0,11800, wherever found
Flowering Plants,T,arctostaphylos pallida ,"manzanita, pallid ",0,1300,0,1300, wherever found
